bus_code,hour,scen,deficit
8,23,1,1.0509927594881674e-8
8,24,1,4.826923944228666e-11
13,1,1,0.0
13,2,1,0.0
13,3,1,4.690674570984044e-9
13,4,1,4.25329507725003e-9
13,5,1,9.526581024044134e-9
13,6,1,0.0
13,7,1,8.520289113134183e-9
13,8,1,0.0
13,9,1,0.0
13,10,1,1.38657396953068e-8
13,11,1,0.0
13,12,1,6.960619497453635e-9
13,13,1,9.089521663119271e-9
13,14,1,0.0
13,15,1,1.0851934684197317e-8
13,16,1,0.0
13,17,1,0.0
13,18,1,0.0
13,19,1,1.4822122751390054e-8
13,20,1,3.1868743477492245e-9
13,21,1,0.0
13,22,1,1.2770422330721232e-8
13,23,1,0.0
13,24,1,2.817139910238353e-9
14,1,1,4.812499778048516e-11
14,2,1,4.579374113689148e-11
14,3,1,4.860927229078027e-11
14,4,1,4.830637899500086e-11
14,5,1,4.852905550791956e-11
14,6,1,4.869887280730959e-11
14,7,1,4.582986572200212e-11
14,8,1,4.8364735315268376e-11
14,9,1,4.623530333848105e-11
14,10,1,4.623066491932529e-11
14,11,1,4.804108924972898e-11
14,12,1,4.801172321341693e-11
14,13,1,4.6174353722061757e-11
14,14,1,4.8115021040993397e-11
14,15,1,4.6149355389275144e-11
14,16,1,4.8323236726104474e-11
14,17,1,4.8492827368869596e-11
14,18,1,4.586341163723706e-11
14,19,1,4.8703818630815e-11
14,20,1,4.799120390903499e-11
14,21,1,4.800069792933421e-11
14,22,1,4.8250000015709576e-11
14,23,1,4.843884271814926e-11
14,24,1,4.830921590516267e-11
15,1,1,4.0790343325269873e-10
15,2,1,0.0
15,3,1,1.295299888182111e-9
15,4,1,2.1425777818606662e-10
15,5,1,0.0
15,6,1,7.302165053180154e-10
15,7,1,0.0
15,8,1,7.742947324973493e-10
15,9,1,1.4858243663207205e-9
15,10,1,3.8216779740807283e-10
15,11,1,8.914444252217102e-10
15,12,1,0.0
15,13,1,0.0
15,14,1,7.510081723172135e-10
15,15,1,8.244177632232841e-10
15,16,1,8.554986580255886e-11
15,17,1,8.961856604039475e-10
15,18,1,0.0
15,19,1,5.361936103454035e-10
15,20,1,0.0
15,21,1,0.0
15,22,1,0.0
15,23,1,0.0
15,24,1,4.151874330449168e-10
18,1,1,4.923020324731908e-11
18,2,1,4.854125434938794e-11
18,3,1,4.9576259764094743e-11
18,4,1,4.89258494829059e-11
18,5,1,4.9317230854661886e-11
18,6,1,4.9527174028618504e-11
18,7,1,4.78009784532496e-11
18,8,1,4.9704358684454775e-11
18,9,1,4.7496118149581434e-11
18,10,1,4.743988535338417e-11
18,11,1,4.933867203682496e-11
18,12,1,4.9314191619131975e-11
18,13,1,4.7487985765926055e-11
18,14,1,4.937131259374894e-11
18,15,1,4.7570142269748317e-11
18,16,1,4.944548936958171e-11
18,17,1,4.9534870129319675e-11
18,18,1,4.8281365017111e-11
18,19,1,4.9446710614908795e-11
18,20,1,4.863931479803796e-11
18,21,1,4.852379609232571e-11
18,22,1,4.897153516036923e-11
18,23,1,4.8685749876042905e-11
18,24,1,4.893602190136903e-11
19,1,1,3.305758791705138e-10
19,2,1,4.371682876813665e-10
19,3,1,4.0472950511849515e-10
19,4,1,2.809716643376037e-10
19,5,1,2.4832911768579713e-10
19,6,1,4.910388866352644e-10
19,7,1,0.0
19,8,1,3.5251208202469186e-10
19,9,1,3.4742184303049317e-10
19,10,1,1.2235231786061895e-9
19,11,1,1.2089860362829441e-11
19,12,1,0.0
19,13,1,1.637096222473211e-10
19,14,1,1.2501787799434894e-10
19,15,1,3.1357534624465444e-11
19,16,1,0.0
19,17,1,0.0
19,18,1,1.8021710512794442e-10
19,19,1,0.0
19,20,1,0.0
19,21,1,0.0
19,22,1,0.0
19,23,1,0.0
19,24,1,7.096810714706469e-10
21,1,1,9.289012198321345e-10
21,2,1,6.629048018846895e-9
21,3,1,1.9500403930505783e-9
21,4,1,7.2409747503554556e-9
21,5,1,0.0
21,6,1,0.0
21,7,1,0.0
21,8,1,3.318295235810176e-9
21,9,1,6.562279983302055e-9
21,10,1,6.580078190654426e-9
21,11,1,7.703495327748833e-9
21,12,1,6.483409781266047e-10
21,13,1,0.0
21,14,1,3.554811375816591e-9
21,15,1,0.0
21,16,1,0.0
21,17,1,2.0080124646382203e-9
21,18,1,0.0
21,19,1,1.7041610761436843e-9
21,20,1,3.866875750158094e-9
21,21,1,7.841729904312089e-10
21,22,1,0.0
21,23,1,3.0972926862160577e-9
21,24,1,2.6916644885188745e-9
23,1,1,0.0
23,2,1,3.3828004841751635e-9
23,3,1,1.4113998858533705e-10
23,4,1,1.7581387456999664e-9
23,5,1,0.0
23,6,1,0.0
23,7,1,0.0
23,8,1,4.88152696043187e-9
23,9,1,0.0
23,10,1,0.0
23,11,1,0.0
23,12,1,5.0459667555458054e-9
23,13,1,9.020945213045195e-9
23,14,1,5.157435256641918e-9
23,15,1,4.1433756425846013e-10
23,16,1,0.0
23,17,1,0.0
23,18,1,0.0
23,19,1,0.0
23,20,1,0.0
23,21,1,6.283318532140925e-9
23,22,1,0.0
23,23,1,0.0
23,24,1,0.0
25,1,1,4.946454149057367e-10
25,2,1,2.85040081815513e-10
25,3,1,0.0
25,4,1,0.0
25,5,1,0.0
25,6,1,1.1085641432595494e-10
25,7,1,1.1830969329218455e-9
25,8,1,0.0
25,9,1,2.6469324648781267e-10
25,10,1,0.0
25,11,1,8.489274630485433e-10
25,12,1,8.421040954831316e-9
25,13,1,0.0
25,14,1,0.0
25,15,1,0.0
25,16,1,0.0
25,17,1,0.0
25,18,1,2.81702085269675e-10
25,19,1,0.0
25,20,1,2.33976595043206e-10
25,21,1,0.0
25,22,1,0.0
25,23,1,2.70448750200325e-9
25,24,1,0.0
26,1,1,4.6852157570276276e-11
26,2,1,4.631663802490138e-11
26,3,1,4.705330916565664e-11
26,4,1,4.682924187315862e-11
26,5,1,4.691102020726312e-11
26,6,1,4.710370982152767e-11
26,7,1,4.6301212863752994e-11
26,8,1,4.7291923849224204e-11
26,9,1,4.696053268471445e-11
26,10,1,4.6932003422428537e-11
26,11,1,4.7227301930297116e-11
26,12,1,4.7217424414824904e-11
26,13,1,4.6902429856610084e-11
26,14,1,4.7307997796952606e-11
26,15,1,4.6922910001967466e-11
26,16,1,4.7202134562107645e-11
26,17,1,4.7138914299749146e-11
26,18,1,4.637281184050046e-11
26,19,1,4.706465772663648e-11
26,20,1,4.6743400816673386e-11
26,21,1,4.672635542379844e-11
26,22,1,4.688649815620671e-11
26,23,1,4.687197852071279e-11
26,24,1,4.697893463134761e-11
27,1,1,0.0
27,2,1,0.0
27,3,1,2.6807440295373297e-10
27,4,1,0.0
27,5,1,3.5885846377814445e-10
27,6,1,4.134590135540517e-9
27,7,1,0.0
27,8,1,0.0
27,9,1,3.1835946240343915e-9
27,10,1,7.659210973787189e-10
27,11,1,1.9715726273794587e-10
27,12,1,0.0
27,13,1,2.3032562732061557e-9
27,14,1,1.8582248378917754e-9
27,15,1,1.9128274172941495e-9
27,16,1,1.0622659349368568e-9
27,17,1,1.6376050862576541e-9
27,18,1,0.0
27,19,1,4.215029228427092e-10
27,20,1,0.0
27,21,1,0.0
27,22,1,0.0
27,23,1,0.0
27,24,1,4.652033619434448e-11
28,1,1,1.2085906581082995e-10
28,2,1,2.0436553213598607e-9
28,3,1,0.0
28,4,1,0.0
28,5,1,0.0
28,6,1,0.0
28,7,1,0.0
28,8,1,0.0
28,9,1,0.0
28,10,1,0.0
28,11,1,2.662261487651474e-9
28,12,1,0.0
28,13,1,1.5291209271017792e-10
28,14,1,0.0
28,15,1,2.961705290738248e-9
28,16,1,0.0
28,17,1,7.196573198475775e-11
28,18,1,0.0
28,19,1,0.0
28,20,1,6.997362342331392e-10
28,21,1,6.354412204756521e-10
28,22,1,1.3214735625211027e-9
28,23,1,0.0
28,24,1,0.0
29,1,1,0.0
29,2,1,0.0
29,3,1,8.665265033291902e-11
29,4,1,0.0
29,5,1,0.0
29,6,1,1.468276264460222e-10
29,7,1,6.043734054883565e-10
29,8,1,2.828680810418316e-9
29,9,1,4.543580144067416e-9
29,10,1,0.0
29,11,1,0.0
29,12,1,0.0
29,13,1,0.0
29,14,1,0.0
29,15,1,0.0
29,16,1,0.0
29,17,1,1.6387362231085056e-9
29,18,1,0.0
29,19,1,2.7466438845547003e-11
29,20,1,0.0
29,21,1,0.0
29,22,1,0.0
29,23,1,0.0
29,24,1,2.30840787457387e-9
30,1,1,1.293886296716007e-9
30,2,1,0.0
30,3,1,3.17066026211954e-11
30,4,1,0.0
30,5,1,8.96867656530187e-10
30,6,1,0.0
30,7,1,0.0
30,8,1,3.8373690544601935e-9
30,9,1,0.0
30,10,1,0.0
30,11,1,1.6552178377926552e-10
30,12,1,9.181652868561763e-10
30,13,1,0.0
30,14,1,0.0
30,15,1,2.6259301053044304e-9
30,16,1,0.0
30,17,1,0.0
30,18,1,0.0
30,19,1,0.0
30,20,1,1.6106822195438575e-9
30,21,1,0.0
30,22,1,2.416124730841851e-10
30,23,1,0.0
30,24,1,0.0
31,1,1,0.0
31,2,1,8.166486931138195e-11
31,3,1,4.617920074112547e-10
31,4,1,0.0
31,5,1,3.262710726592566e-10
31,6,1,4.409967946372717e-10
31,7,1,2.627676340405394e-10
31,8,1,4.106318479690785e-10
31,9,1,0.0
31,10,1,0.0
31,11,1,0.0
31,12,1,0.0
31,13,1,2.412054167511002e-10
31,14,1,1.5588375729125303e-10
31,15,1,0.0
31,16,1,7.895932796486704e-10
31,17,1,2.2825166756668125e-10
31,18,1,0.0
31,19,1,6.477976557950349e-10
31,20,1,4.5899631317958267e-10
31,21,1,5.353096160787274e-10
31,22,1,0.0
31,23,1,2.9985872118665213e-10
31,24,1,0.0
34,1,1,9.489269786611132e-11
34,2,1,7.478187444287521e-10
34,3,1,9.068266970668759e-12
34,4,1,0.0
34,5,1,0.0
34,6,1,1.8037931565073606e-10
34,7,1,1.9011161395132703e-10
34,8,1,2.0426351582392144e-10
34,9,1,0.0
34,10,1,0.0
34,11,1,2.5961287980491576e-10
34,12,1,0.0
34,13,1,1.5813866188763015e-10
34,14,1,3.57231237646527e-10
34,15,1,0.0
34,16,1,0.0
34,17,1,6.002897484647107e-11
34,18,1,4.389257707293481e-11
34,19,1,1.6812828212975361e-10
34,20,1,8.423036088056612e-10
34,21,1,0.0
34,22,1,0.0
34,23,1,0.0
34,24,1,0.0
35,1,1,7.003678310912864e-9
35,2,1,0.0
35,3,1,0.0
35,4,1,0.0
35,5,1,6.237274620402022e-9
35,6,1,0.0
35,7,1,5.912332637358908e-10
35,8,1,1.045529874482698e-8
35,9,1,9.860796131022642e-9
35,10,1,0.0
35,11,1,0.0
35,12,1,0.0
35,13,1,0.0
35,14,1,0.0
35,15,1,0.0
35,16,1,8.654311912936752e-9
35,17,1,0.0
35,18,1,0.0
35,19,1,8.013788035943215e-10
35,20,1,0.0
35,21,1,0.0
35,22,1,0.0
35,23,1,0.0
35,24,1,0.0
36,1,1,3.3993784037678054e-9
36,2,1,0.0
36,3,1,0.0
36,4,1,0.0
36,5,1,0.0
36,6,1,0.0
36,7,1,0.0
36,8,1,3.114941152237982e-9
36,9,1,0.0
36,10,1,0.0
36,11,1,1.6118025386591128e-9
36,12,1,0.0
36,13,1,2.927385930884263e-9
36,14,1,2.0330942901436444e-9
36,15,1,4.489134772245329e-9
36,16,1,8.620231611855544e-10
36,17,1,0.0
36,18,1,0.0
36,19,1,0.0
36,20,1,0.0
36,21,1,1.7182401335080755e-10
36,22,1,1.4970591571961123e-9
36,23,1,0.0
36,24,1,0.0
38,1,1,2.028315015945026e-12
38,2,1,4.1476040657517643e-10
38,3,1,0.0
38,4,1,0.0
38,5,1,1.2911141600291387e-10
38,6,1,0.0
38,7,1,5.495175911529593e-10
38,8,1,6.980820782542807e-10
38,9,1,3.647329244182984e-10
38,10,1,3.533356107698893e-10
38,11,1,0.0
38,12,1,0.0
38,13,1,0.0
38,14,1,0.0
38,15,1,0.0
38,16,1,1.0355459545419166e-11
38,17,1,0.0
38,18,1,0.0
38,19,1,0.0
38,20,1,2.507225330128371e-10
38,21,1,4.050144594702765e-10
38,22,1,0.0
38,23,1,4.695842950597218e-10
38,24,1,4.293446292935599e-10
40,1,1,0.0
40,2,1,0.0
40,3,1,8.077714146875747e-9
40,4,1,1.1397548221186993e-8
40,5,1,0.0
40,6,1,3.704810663113234e-9
40,7,1,2.3370436523506566e-9
40,8,1,0.0
40,9,1,6.104576604631928e-9
40,10,1,3.6010813046771784e-9
40,11,1,0.0
40,12,1,0.0
40,13,1,1.2837601797571763e-8
40,14,1,0.0
40,15,1,1.039909312480769e-8
40,16,1,7.3633142742834945e-9
40,17,1,6.420618307856341e-10
40,18,1,5.527201456939634e-9
40,19,1,5.845510391705444e-9
40,20,1,1.076376193037687e-9
40,21,1,0.0
40,22,1,0.0
40,23,1,0.0
40,24,1,8.991707694389062e-9
42,1,1,0.0
42,2,1,0.0
42,3,1,7.013392498700366e-9
42,4,1,4.709692823234857e-9
42,5,1,0.0
42,6,1,0.0
42,7,1,8.788947257476476e-9
42,8,1,0.0
42,9,1,4.642983428282399e-10
42,10,1,0.0
42,11,1,5.106918742059374e-9
42,12,1,0.0
42,13,1,0.0
42,14,1,3.285896520155429e-9
42,15,1,0.0
42,16,1,1.7946995764517304e-9
42,17,1,0.0
42,18,1,1.262671266155646e-9
42,19,1,0.0
42,20,1,0.0
42,21,1,0.0
42,22,1,5.721853622853157e-9
42,23,1,0.0
42,24,1,0.0
44,1,1,9.102886430745194e-10
44,2,1,0.0
44,3,1,0.0
44,4,1,0.0
44,5,1,3.235960686909234e-9
44,6,1,0.0
44,7,1,0.0
44,8,1,0.0
44,9,1,3.84460929064856e-9
44,10,1,0.0
44,11,1,0.0
44,12,1,2.9974156698364673e-9
44,13,1,0.0
44,14,1,1.5194831080866944e-8
44,15,1,0.0
44,16,1,0.0
44,17,1,1.466810924805051e-8
44,18,1,1.183163935575271e-8
44,19,1,8.188418575139078e-9
44,20,1,5.486918884523018e-9
44,21,1,9.734603199917924e-9
44,22,1,0.0
44,23,1,7.205120243491958e-9
44,24,1,4.8238456110234367e-11
45,1,1,1.0963932539631571e-10
45,2,1,3.260223202516954e-10
45,3,1,1.199872076695918e-10
45,4,1,2.738042362282478e-10
45,5,1,0.0
45,6,1,0.0
45,7,1,0.0
45,8,1,1.1027274232633388e-10
45,9,1,0.0
45,10,1,0.0
45,11,1,4.3224727963586673e-10
45,12,1,0.0
45,13,1,3.932252440330686e-11
45,14,1,0.0
45,15,1,4.4652068847961246e-10
45,16,1,1.6114936468580865e-10
45,17,1,0.0
45,18,1,3.53275048103896e-10
45,19,1,6.3328589594569e-10
45,20,1,0.0
45,21,1,2.8729546519556948e-11
45,22,1,0.0
45,23,1,0.0
45,24,1,4.4422923672904346e-11
47,1,1,5.022775154128745e-9
47,2,1,1.2411790775712639e-8
47,3,1,1.2774400495740856e-8
47,4,1,1.2293185538969631e-8
47,5,1,7.674660698619995e-9
47,6,1,0.0
47,7,1,1.9025511346915103e-8
47,8,1,1.3151364025576484e-9
47,9,1,1.2394522908021344e-10
47,10,1,5.134634162295981e-9
47,11,1,2.293977742484632e-8
47,12,1,4.302648695664324e-9
47,13,1,3.3731821294513686e-9
47,14,1,1.0707108380469954e-8
47,15,1,0.0
47,16,1,1.3017711089635675e-8
47,17,1,0.0
47,18,1,4.455944627168584e-9
47,19,1,1.1981842976127588e-8
47,20,1,8.222694886095283e-10
47,21,1,0.0
47,22,1,0.0
47,23,1,0.0
47,24,1,1.641301057564437e-8
49,1,1,1.6736345642698325e-9
49,2,1,0.0
49,3,1,0.0
49,4,1,0.0
49,5,1,1.888993933496508e-9
49,6,1,3.4061192477619073e-9
49,7,1,4.107648665652164e-9
49,8,1,1.0501597924594819e-8
49,9,1,2.3086355327439634e-9
49,10,1,0.0
49,11,1,0.0
49,12,1,3.346983107332946e-9
49,13,1,1.2229170592847893e-8
49,14,1,0.0
49,15,1,3.993562980308951e-9
49,16,1,5.816341547282278e-9
49,17,1,1.5679110232369453e-9
49,18,1,0.0
49,19,1,1.2064200805017578e-8
49,20,1,5.0537756479673845e-9
49,21,1,0.0
49,22,1,0.0
49,23,1,0.0
49,24,1,0.0
50,1,1,0.0
50,2,1,1.22206924232926e-8
50,3,1,5.053091285678324e-9
50,4,1,0.0
50,5,1,0.0
50,6,1,6.835545872385662e-9
50,7,1,0.0
50,8,1,7.910016461276648e-10
50,9,1,0.0
50,10,1,3.3763125281693895e-9
50,11,1,0.0
50,12,1,0.0
50,13,1,0.0
50,14,1,0.0
50,15,1,6.897199943123322e-9
50,16,1,6.460679283226689e-10
50,17,1,0.0
50,18,1,1.0881692845410296e-8
50,19,1,1.4547973173351103e-9
50,20,1,3.80064834465399e-9
50,21,1,1.0209502063207587e-9
50,22,1,2.4615918817194604e-9
50,23,1,0.0
50,24,1,5.175189714268225e-9
51,1,1,3.166836806678397e-9
51,2,1,0.0
51,3,1,3.2435532801300404e-9
51,4,1,0.0
51,5,1,0.0
51,6,1,0.0
51,7,1,0.0
51,8,1,0.0
51,9,1,1.0057557196796463e-8
51,10,1,7.815867807126065e-9
51,11,1,5.327944793687145e-9
51,12,1,5.457328089431002e-9
51,13,1,8.810112271662174e-9
51,14,1,0.0
51,15,1,0.0
51,16,1,0.0
51,17,1,0.0
51,18,1,0.0
51,19,1,0.0
51,20,1,0.0
51,21,1,0.0
51,22,1,0.0
51,23,1,0.0
51,24,1,0.0
52,1,1,8.103286305849444e-10
52,2,1,7.670713439433818e-10
52,3,1,1.3459613562583073e-9
52,4,1,7.526758938336542e-10
52,5,1,8.653271224567938e-10
52,6,1,1.067031955848119e-9
52,7,1,5.117694740208734e-10
52,8,1,0.0
52,9,1,1.1975177655054736e-9
52,10,1,4.853472679311466e-9
52,11,1,1.6410482833739692e-9
52,12,1,0.0
52,13,1,0.0
52,14,1,0.0
52,15,1,0.0
52,16,1,1.898395288191246e-9
52,17,1,8.003741433504352e-9
52,18,1,9.514062038196158e-10
52,19,1,7.818041838913992e-10
52,20,1,6.97072698174761e-10
52,21,1,7.275223271041575e-10
52,22,1,5.312845371974184e-10
52,23,1,7.357239678595917e-10
52,24,1,6.672982166833208e-10
53,1,1,0.0
53,2,1,1.720008670214046e-9
53,3,1,6.457101763002182e-9
53,4,1,1.3706965770743373e-9
53,5,1,1.70153682810259e-11
53,6,1,0.0
53,7,1,0.0
53,8,1,2.999467112185794e-9
53,9,1,0.0
53,10,1,0.0
53,11,1,0.0
53,12,1,0.0
53,13,1,0.0
53,14,1,3.2760899479344907e-9
53,15,1,7.375891904193299e-9
53,16,1,0.0
53,17,1,0.0
53,18,1,1.8222263975520292e-11
53,19,1,0.0
53,20,1,0.0
53,21,1,0.0
53,22,1,0.0
53,23,1,0.0
53,24,1,0.0
54,1,1,9.693271740829346e-10
54,2,1,9.698727723717049e-10
54,3,1,9.684821555833167e-10
54,4,1,9.692218069790037e-10
54,5,1,9.66603228014229e-10
54,6,1,9.600936920484138e-10
54,7,1,7.50116052605776e-10
54,8,1,4.850315982185549e-11
54,9,1,4.619610943779051e-11
54,10,1,4.78896020061903e-11
54,11,1,4.685422189121269e-11
54,12,1,4.688321258994321e-11
54,13,1,4.718956475580072e-11
54,14,1,4.6847845047715e-11
54,15,1,4.869246672534189e-11
54,16,1,4.7296007388286654e-11
54,17,1,4.6630026229177446e-11
54,18,1,9.411280227356045e-10
54,19,1,9.672126641269152e-10
54,20,1,9.68971215764558e-10
54,21,1,9.70248402454299e-10
54,22,1,9.665536981895428e-10
54,23,1,9.692486327428362e-10
54,24,1,9.668691333675206e-10
55,1,1,0.0
55,2,1,2.9402615689400058e-9
55,3,1,0.0
55,4,1,0.0
55,5,1,0.0
55,6,1,0.0
55,7,1,0.0
55,8,1,4.151925539486179e-9
55,9,1,0.0
55,10,1,4.724390795241007e-9
55,11,1,0.0
55,12,1,6.309537496640427e-9
55,13,1,8.297516861099918e-9
55,14,1,2.1348227768891448e-9
55,15,1,0.0
55,16,1,1.99808024292647e-9
55,17,1,2.8261826282016678e-9
55,18,1,0.0
55,19,1,0.0
55,20,1,4.661393021576643e-9
55,21,1,3.4475821225621317e-9
55,22,1,0.0
55,23,1,0.0
55,24,1,6.765658047691581e-9
57,1,1,1.4042949580961306e-9
57,2,1,5.21249393647949e-9
57,3,1,1.2378577884941677e-9
57,4,1,1.1034387070729679e-8
57,5,1,2.763542505945793e-9
57,6,1,0.0
57,7,1,1.292929246998753e-8
57,8,1,0.0
57,9,1,0.0
57,10,1,0.0
57,11,1,1.4193424574537872e-8
57,12,1,7.907781651717016e-9
57,13,1,3.7351363668669535e-10
57,14,1,8.900672199274595e-9
57,15,1,0.0
57,16,1,0.0
57,17,1,2.2710974767470304e-9
57,18,1,0.0
57,19,1,0.0
57,20,1,6.756760068116208e-9
57,21,1,1.3131834508683937e-9
57,22,1,4.337048359337459e-9
57,23,1,3.969316042518045e-9
57,24,1,1.4271466508564146e-9
58,1,1,1.4209309145973847e-9
58,2,1,1.4032182152345918e-9
58,3,1,1.4286621122239218e-9
58,4,1,1.4293531289122363e-9
58,5,1,1.420254795714282e-9
58,6,1,1.3825462649719178e-9
58,7,1,6.290390916485755e-10
58,8,1,0.0
58,9,1,1.6518465068005028e-10
58,10,1,1.7895684933932898e-11
58,11,1,6.703173988098499e-10
58,12,1,7.157247017275381e-11
58,13,1,4.0886564967035355e-10
58,14,1,3.49134866850509e-10
58,15,1,0.0
58,16,1,3.152725233657172e-10
58,17,1,1.398514637429571e-10
58,18,1,1.3378970431521253e-9
58,19,1,1.4130574210735602e-9
58,20,1,1.4195970926556e-9
58,21,1,1.4117554417159006e-9
58,22,1,1.4311271612221788e-9
58,23,1,1.4303182319097552e-9
58,24,1,1.4194498215713836e-9
60,1,1,1.1709625387379408e-9
60,2,1,1.1678892991584533e-9
60,3,1,1.1669865178365324e-9
60,4,1,1.1709032562978727e-9
60,5,1,1.164916132306848e-9
60,6,1,1.1551490701477984e-9
60,7,1,8.628231150387133e-10
60,8,1,4.831399169624717e-11
60,9,1,4.611100390405909e-11
60,10,1,4.7717718665296616e-11
60,11,1,4.6499332162497353e-11
60,12,1,4.6515263862900724e-11
60,13,1,4.6236875439475966e-11
60,14,1,4.649644558263333e-11
60,15,1,4.8503256966370145e-11
60,16,1,4.707972900419577e-11
60,17,1,4.652644242097992e-11
60,18,1,1.1090049642503708e-9
60,19,1,1.165520312207402e-9
60,20,1,1.1674858510501984e-9
60,21,1,1.169450005583661e-9
60,22,1,1.1687554674066902e-9
60,23,1,1.1675784263032174e-9
60,24,1,1.1651646973642737e-9
62,1,1,1.4413101909888093e-9
62,2,1,1.3997720847008788e-9
62,3,1,1.3335288654575672e-9
62,4,1,1.2763987453784376e-9
62,5,1,1.313016731799288e-9
62,6,1,1.5994417821435514e-9
62,7,1,8.351229100617141e-10
62,8,1,2.40658182618092e-10
62,9,1,0.0
62,10,1,1.5998868375943776e-10
62,11,1,8.459743496003203e-11
62,12,1,0.0
62,13,1,0.0
62,14,1,4.137481503241336e-11
62,15,1,1.2775674441967144e-10
62,16,1,0.0
62,17,1,3.1382387834233416e-10
62,18,1,1.529713600581517e-9
62,19,1,1.6807557793457883e-9
62,20,1,1.4678360835823634e-9
62,21,1,1.601551441812732e-9
62,22,1,1.4599762458017418e-9
62,23,1,1.706455180286448e-9
62,24,1,1.721054890616025e-9
63,1,1,2.006600144724424e-9
63,2,1,2.031728641230246e-9
63,3,1,1.9992112496730607e-9
63,4,1,2.00229930726048e-9
63,5,1,1.9884922129037585e-9
63,6,1,1.972465671698509e-9
63,7,1,9.361877887498204e-10
63,8,1,0.0
63,9,1,3.3245123667868803e-11
63,10,1,0.0
63,11,1,0.0
63,12,1,0.0
63,13,1,0.0
63,14,1,0.0
63,15,1,2.102270250242677e-10
63,16,1,1.0453515310315797e-10
63,17,1,2.659619226241805e-11
63,18,1,1.9161828321984098e-9
63,19,1,2.0038491924806445e-9
63,20,1,2.0037950968637697e-9
63,21,1,2.0031856399344017e-9
63,22,1,1.997312518500771e-9
63,23,1,2.0052875419201976e-9
63,24,1,2.0053568059591464e-9
64,1,1,4.429538381922615e-9
64,2,1,4.4090743070435146e-9
64,3,1,4.403508439831949e-9
64,4,1,4.4296374415719875e-9
64,5,1,4.408589611426539e-9
64,6,1,4.3526681911543186e-9
64,7,1,3.168139826870142e-9
