circuit_code,hour,scen,losses
2,16,5,0.00027876737496508434
2,16,6,0.0002787673125385779
2,16,7,0.0002787673861390487
2,16,8,0.00027876703627937764
2,16,9,0.00027876738829372565
2,16,10,0.0002787674343836474
2,17,1,0.0002787671570208383
2,17,2,0.0015488236581241604
2,17,3,0.00027876716131165264
2,17,4,0.001660808247147403
2,17,5,0.0002787678738787615
2,17,6,0.0002787671606170794
2,17,7,0.0002787671570097369
2,17,8,0.00027876689478263715
2,17,9,0.001530456556526398
2,17,10,0.00027876739226263836
2,18,1,0.0002787671614186424
2,18,2,0.0014522236255993556
2,18,3,0.00027876719535218817
2,18,4,0.00027876712139822553
2,18,5,0.0002787671630805385
2,18,6,0.00027876716426698177
2,18,7,0.0005439641745026512
2,18,8,0.0022379768737610575
2,18,9,0.0002787671685453534
2,18,10,0.00027884242899240915
2,19,1,0.016635154670197588
2,19,2,0.001442041478143747
2,19,3,0.0002787671907422772
2,19,4,0.016626351982706192
2,19,5,0.00027876705204398134
2,19,6,0.00027876696589860676
2,19,7,0.000543483118373665
2,19,8,0.0002787668998300845
2,19,9,0.00027876715828031276
2,19,10,0.0008257650163283249
2,20,1,0.0002787670102846501
2,20,2,0.0014877092195472823
2,20,3,0.0002787672102915133
2,20,4,0.0002787670036534087
2,20,5,0.0002787671960135877
2,20,6,0.0014739190353719822
2,20,7,0.0005689788543787202
2,20,8,0.004832876049617497
2,20,9,0.0002787671743656217
2,20,10,0.0008697810503027415
2,21,1,0.01664180384850231
2,21,2,0.00027876698079311405
2,21,3,0.00027876709061043075
2,21,4,0.00027876698929347446
2,21,5,0.017056970223026553
2,21,6,0.0002787671244371036
2,21,7,0.017065820026037543
2,21,8,0.004778831478264167
2,21,9,0.0002787670661381607
2,21,10,0.017098459364698417
2,22,1,0.00027876715843342867
2,22,2,0.002295314767770124
2,22,3,0.00027876758012035434
2,22,4,0.0002787671839426779
2,22,5,0.00027876720123260726
2,22,6,0.0002787672722059874
2,22,7,0.0002787672173010141
2,22,8,0.004791549066488092
2,22,9,0.00027876716645185975
2,22,10,0.001185169217501254
2,23,1,0.0002787671394716274
2,23,2,0.0002787668998571333
2,23,3,0.00027876777502847843
2,23,4,0.00027876714296670225
2,23,5,0.0002787675602633515
2,23,6,0.00027876719781220804
2,23,7,0.0003910565471553099
2,23,8,0.004625219339566033
2,23,9,0.0002787671394755563
2,23,10,0.0011908508925297199
2,24,1,0.0002787672250462019
2,24,2,0.00027876694813010373
2,24,3,0.00027876722563050334
2,24,4,0.00027876722480299834
2,24,5,0.00027876726393779536
2,24,6,0.00027876722576481046
2,24,7,0.0003821544254419023
2,24,8,0.0036424868404145013
2,24,9,0.00027876722514629215
2,24,10,0.0002787787936788987
3,1,1,0.003929739382685702
3,1,2,0.0027632482354317473
3,1,3,0.006571211361407701
3,1,4,0.004277977447575022
3,1,5,0.004541750943563475
3,1,6,0.0027632479815825075
3,1,7,0.004256231838528827
3,1,8,0.004071090998768436
3,1,9,0.0027632479814759677
3,1,10,0.0034129611341986417
3,2,1,0.011322916706724613
3,2,2,0.011322916771543488
3,2,3,0.011322916773200666
3,2,4,0.011322916750815929
3,2,5,0.01132291677775887
3,2,6,0.011322916769030203
3,2,7,0.011322916752142276
3,2,8,0.012416505906783008
3,2,9,0.01132291678448276
3,2,10,0.01132291670358328
3,3,1,0.006198214561457345
3,3,2,0.004013204271634288
3,3,3,0.00738001736604594
3,3,4,0.007226954391411513
3,3,5,0.004013204154189003
3,3,6,0.007027744434516431
3,3,7,0.00401320415550138
3,3,8,0.005806032846154085
3,3,9,0.00830355882505485
3,3,10,0.00401320411594075
3,4,1,0.011310176914765433
3,4,2,0.011310176875153566
3,4,3,0.011310176936671792
3,4,4,0.011310176933615232
3,4,5,0.011310176897003935
3,4,6,0.011310176923601365
3,4,7,0.011310176961827125
3,4,8,0.012512202038895248
3,4,9,0.011310176955156449
3,4,10,0.01131017675985805
3,5,1,0.005986148979929901
3,5,2,0.006571214611499051
3,5,3,0.0055700805175961125
3,5,4,0.007107846602646076
3,5,5,0.004133720142269637
3,5,6,0.004994077700078073
3,5,7,0.004133720140276552
3,5,8,0.005829864913889877
3,5,9,0.005663271604710595
3,5,10,0.004133720269623208
3,6,1,0.012990010666131193
3,6,2,0.012990010643001156
3,6,3,0.012990010650902438
3,6,4,0.012990010658056645
3,6,5,0.012990010646081364
3,6,6,0.01299001065409863
3,6,7,0.012990010657172108
3,6,8,0.0141450505254752
3,6,9,0.01299001065677017
3,6,10,0.012990010732494053
3,7,1,0.003733393960411765
3,7,2,0.006023917890221749
3,7,3,0.0033041504493605315
3,7,4,0.0033041504490176924
3,7,5,0.0034609560975527214
3,7,6,0.006222613968320929
3,7,7,0.0033041519817945926
3,7,8,0.006093007290013994
3,7,9,0.006231916388481511
3,7,10,0.003304150217763915
3,8,1,0.011582005684192579
3,8,2,0.011582005671783071
3,8,3,0.011582005673701873
3,8,4,0.0115820056739121
3,8,5,0.011582005672090008
3,8,6,0.011582005685423282
3,8,7,0.011582005675469529
3,8,8,0.014376629836502852
3,8,9,0.011582005688713166
3,8,10,0.011582005817938001
3,9,1,0.0025794671445340664
3,9,2,0.002579466763721666
3,9,3,0.0025794666428628947
3,9,4,0.002579466638559475
3,9,5,0.0035965496146576374
3,9,6,0.005704496261459245
3,9,7,0.002659011163177096
3,9,8,0.004780728840931709
3,9,9,0.00593762335473527
3,9,10,0.004688852968777507
3,10,1,0.00906925854669089
3,10,2,0.00906925820173961
3,10,3,0.009069258194612613
3,10,4,0.009069258205467093
3,10,5,0.009069258205983144
3,10,6,0.00906925820661032
3,10,7,0.009069258191405225
3,10,8,0.00906925822568655
3,10,9,0.009069258206578048
3,10,10,0.00906925818959899
3,11,1,0.0021511486419508495
3,11,2,0.004816526526285463
3,11,3,0.003911861527321028
3,11,4,0.002151148584510229
3,11,5,0.005721767702889104
3,11,6,0.006351952178259243
3,11,7,0.0021511484031907506
3,11,8,0.0021511483782702522
3,11,9,0.0061272173289250425
3,11,10,0.0021511483779676466
3,12,1,0.007187147529355323
3,12,2,0.0069012029771877165
3,12,3,0.007179937733711662
3,12,4,0.006469813653535513
3,12,5,0.008088972556247158
3,12,6,0.007381306305620757
3,12,7,0.006469808888769297
3,12,8,0.0064698083265153075
3,12,9,0.007931652143383516
3,12,10,0.006469808744529453
3,13,1,0.007187127145520814
3,13,2,0.0022318670184185373
3,13,3,0.00717993622460186
3,13,4,0.005886812095285293
3,13,5,0.00808897345293261
3,13,6,0.007381305400214152
3,13,7,0.00475237049744219
3,13,8,0.0017573918485683704
3,13,9,0.0023730802193343984
3,13,10,0.0069292165116828725
3,14,1,0.00683602085939743
3,14,2,0.0068360202846114645
3,14,3,0.006836020859414509
3,14,4,0.006836020622144157
3,14,5,0.008290224896330014
3,14,6,0.008536407854643518
3,14,7,0.006836020482437234
3,14,8,0.006836020007820592
3,14,9,0.007428982571964536
3,14,10,0.006836021660739684
3,15,1,0.0071544178416460885
3,15,2,0.004689289101660352
3,15,3,0.0068412564923480265
3,15,4,0.005384760624034045
3,15,5,0.005054680552308106
3,15,6,0.006388410939405371
3,15,7,0.0025336241915626745
3,15,8,0.0025336246643985873
3,15,9,0.005517383228832407
3,15,10,0.002948027547056795
3,16,1,0.010201898532262808
3,16,2,0.010201898613209883
3,16,3,0.010201898531925402
3,16,4,0.010201898523913882
3,16,5,0.010201898530672594
3,16,6,0.01027667397837207
3,16,7,0.010201898525045073
3,16,8,0.010201898561543497
3,16,9,0.010201898524289457
3,16,10,0.01020189851717874
3,17,1,0.00877948808799082
3,17,2,0.003857749299353986
3,17,3,0.0032360865927038873
3,17,4,0.003935982310768465
3,17,5,0.0032007253770066206
3,17,6,0.005271938853695729
3,17,7,0.006114547691412641
3,17,8,0.005885379277954919
3,17,9,0.0038470364717213107
3,17,10,0.0032007252485382605
3,18,1,0.01058802602425974
3,18,2,0.011122516136380394
3,18,3,0.010588026025950232
3,18,4,0.01058802601935875
3,18,5,0.010588026023249628
3,18,6,0.010588026023915946
3,18,7,0.010672388409012135
3,18,8,0.011545704515041002
3,18,9,0.010588026023535783
3,18,10,0.010588062093393068
3,19,1,0.019482434772970982
3,19,2,0.007223977641047343
3,19,3,0.006571224422671242
3,19,4,0.019474716504049833
3,19,5,0.006571224272819697
3,19,6,0.006571224353583496
3,19,7,0.006708591285165361
3,19,8,0.006571224376093693
3,19,9,0.006571224415854889
3,19,10,0.006870561144265069
3,20,1,0.012902705480410339
3,20,2,0.013265763333807223
3,20,3,0.012902705508386935
3,20,4,0.012902705480673158
3,20,5,0.012902705506557472
3,20,6,0.013268218885847585
3,20,7,0.012956236256499106
3,20,8,0.015110033425802872
3,20,9,0.012902705502679874
3,20,10,0.013033236521384422
3,21,1,0.019487681741462076
3,21,2,0.006571223550253542
3,21,3,0.0065712234728161
3,21,4,0.006849542344662452
3,21,5,0.01985735855775845
3,21,6,0.0065712234829755165
3,21,7,0.019865294823214606
3,21,8,0.009482524168272636
3,21,9,0.006571223467687605
3,21,10,0.019897990485717467
3,22,1,0.013341084256251214
3,22,2,0.014049415684137367
3,22,3,0.013341084318285243
3,22,4,0.013341084257022332
3,22,5,0.013341084258313525
3,22,6,0.013341084266869196
3,22,7,0.013341084259995983
3,22,8,0.01545049169877273
3,22,9,0.013341084257097461
3,22,10,0.013562834414719657
3,23,1,0.007478228630992444
3,23,2,0.0065712171287313015
3,23,3,0.003635384525178484
3,23,4,0.004134733298770857
3,23,5,0.003635384481103295
3,23,6,0.0036353844013715477
3,23,7,0.0036624148236505546
3,23,8,0.006444703552771427
3,23,9,0.006757539258339031
3,23,10,0.003940092456390292
3,24,1,0.010353881871707998
3,24,2,0.01019726864251795
3,24,3,0.008898068990520536
3,24,4,0.011377622298789657
3,24,5,0.008531281883612294
3,24,6,0.008941879021672297
3,24,7,0.00855186389489956
3,24,8,0.010225849349384959
3,24,9,0.009938837923507653
3,24,10,0.008531286127134928
4,1,1,4.96407800666329e-10
4,1,2,1.6436996228224813e-9
4,1,3,4.964203268853653e-10
4,1,4,4.964226265630443e-10
4,1,5,4.964229620938413e-10
4,1,6,7.009142185187812e-10
4,1,7,4.964091754919542e-10
4,1,8,0.001443696510422411
4,1,9,7.112298657756346e-10
4,1,10,4.963766370693085e-10
4,2,1,5.421733445355635e-10
4,2,2,1.5811409323905857e-9
4,2,3,5.338220981307676e-10
4,2,4,5.362570611723373e-10
4,2,5,5.334791881242965e-10
4,2,6,5.341450984578864e-10
4,2,7,5.356592845334716e-10
4,2,8,0.0015840260557977144
4,2,9,5.329937264688199e-10
4,2,10,5.420711409160555e-10
4,3,1,5.305523810772922e-10
4,3,2,1.3770616261232613e-9
4,3,3,5.305664252320297e-10
4,3,4,5.305718048355851e-10
4,3,5,5.507550716736472e-10
4,3,6,5.305603942098907e-10
4,3,7,5.505108857563304e-10
4,3,8,0.0016451193328382058
4,3,9,5.305747922777146e-10
4,3,10,5.744202140541693e-10
4,4,1,5.349562125274739e-10
4,4,2,1.5247286763439916e-9
4,4,3,5.338259950896021e-10
4,4,4,5.339655862439093e-10
4,4,5,5.356955036916217e-10
4,4,6,5.34143179957856e-10
4,4,7,5.323871544384273e-10
4,4,8,0.0015997903229952018
4,4,9,5.329954835787663e-10
4,4,10,5.603279918424397e-10
4,5,1,5.052814112794702e-10
4,5,2,5.053014326571384e-10
4,5,3,5.052984167402072e-10
4,5,4,5.053013350810143e-10
4,5,5,7.042729023596537e-10
4,5,6,5.05286544156892e-10
4,5,7,7.063274293526017e-10
4,5,8,0.0017858989244993369
4,5,9,5.05299843975152e-10
4,5,10,1.2222786823575613e-9
4,6,1,5.19857055970539e-10
4,6,2,6.33879843505368e-10
4,6,3,5.409073231206066e-10
4,6,4,5.286944615793389e-10
4,6,5,5.546440934167971e-10
4,6,6,5.346674682591066e-10
4,6,7,5.296458326974014e-10
4,6,8,0.0017620184397569032
4,6,9,5.304937493299608e-10
4,6,10,1.1604129040887873e-9
4,7,1,4.467385730797845e-10
4,7,2,4.4678109712770706e-10
4,7,3,1.8276457900942544e-9
4,7,4,1.8263647636344223e-9
4,7,5,0.00036134965815583226
4,7,6,4.467892627482337e-10
4,7,7,4.474155263965195e-10
4,7,8,4.467794724406071e-10
4,7,9,4.4677619081333094e-10
4,7,10,9.720246871305656e-10
4,8,1,5.167171595389662e-10
4,8,2,5.886795673533969e-10
4,8,3,5.472759936083655e-10
4,8,4,5.458538796321553e-10
4,8,5,5.640498138353207e-10
4,8,6,5.148252201559088e-10
4,8,7,5.372083760963918e-10
4,8,8,0.0033527393997065764
4,8,9,5.103638499346403e-10
4,8,10,1.3888412645780091e-9
4,9,1,2.5538936488330294e-9
4,9,2,5.081815854271445e-10
4,9,3,6.538248423121308e-10
4,9,4,6.27990081386824e-10
4,9,5,4.993392167792567e-10
4,9,6,4.993525304453523e-10
4,9,7,0.00020772932769454446
4,9,8,4.99343023692176e-10
4,9,9,4.993391439834307e-10
4,9,10,4.993360585915877e-10
4,10,1,5.747275618557507e-10
4,10,2,6.338825140389853e-10
4,10,3,6.522955407878228e-10
4,10,4,6.254601035356416e-10
4,10,5,6.278758593633896e-10
4,10,6,6.27108647407433e-10
4,10,7,6.65209152850708e-10
4,10,8,7.403399390481696e-10
4,10,9,6.274115044465435e-10
4,10,10,6.83630410035108e-10
4,11,1,6.309303662421671e-10
4,11,2,6.242063641864375e-10
4,11,3,6.242052901389969e-10
4,11,4,6.324607369661287e-10
4,11,5,6.241941952043319e-10
4,11,6,6.241964375879757e-10
4,11,7,6.554670424410459e-10
4,11,8,7.295419310776907e-10
4,11,9,6.242082514278525e-10
4,11,10,6.775870975434288e-10
4,12,1,6.383031601886637e-10
4,12,2,6.383027232803436e-10
4,12,3,6.38283005399712e-10
4,12,4,6.390431970140277e-10
4,12,5,6.382842126802583e-10
4,12,6,6.382847309345695e-10
4,12,7,6.442383829424441e-10
4,12,8,6.740406710119722e-10
4,12,9,6.383029691615926e-10
4,12,10,6.459350012001444e-10
4,13,1,6.382907978558763e-10
4,13,2,6.382046079732534e-10
4,13,3,6.382792745536971e-10
4,13,4,6.382905843256064e-10
4,13,5,6.38282240688938e-10
4,13,6,6.382920673921862e-10
4,13,7,6.382872247389835e-10
4,13,8,6.901185821516516e-10
4,13,9,6.382157551200924e-10
4,13,10,6.382797915858374e-10
4,14,1,6.37899897523518e-10
4,14,2,6.450756005646524e-10
4,14,3,6.37892757424331e-10
4,14,4,6.394144806633314e-10
4,14,5,6.33541106855772e-10
4,14,6,6.335410002411332e-10
4,14,7,6.409300121752146e-10
4,14,8,6.986695293974796e-10
4,14,9,6.335400458837895e-10
4,14,10,6.358901733744191e-10
4,15,1,5.895181420907121e-10
4,15,2,5.895184588496686e-10
4,15,3,5.895195617956222e-10
4,15,4,5.895206724166076e-10
4,15,5,5.895340650911696e-10
4,15,6,5.895456234801857e-10
4,15,7,6.445250956010974e-10
4,15,8,2.479222329366906e-9
4,15,9,5.895211949327484e-10
4,15,10,5.89518914165574e-10
4,16,1,5.924466120147287e-10
4,16,2,1.2583527410105356e-9
4,16,3,5.92757810428579e-10
4,16,4,6.087299048741204e-10
4,16,5,5.94836429018013e-10
4,16,6,5.305542673229282e-10
4,16,7,6.054926001963012e-10
4,16,8,7.543519650044733e-10
