bus_code,hour,scen,powerConsumption
1,10,10,0.020999999997795782
1,11,1,0.02099999999779356
1,11,2,0.02099999999779187
1,11,3,0.020999999997792968
1,11,4,0.02099999999779427
1,11,5,0.020999999997794727
1,11,6,0.020999999997794918
1,11,7,0.02099999999779306
1,11,8,0.02099999999779319
1,11,9,0.02099999999779345
1,11,10,0.02099999999779566
1,12,1,0.020999999997793516
1,12,2,0.020999999997792066
1,12,3,0.020999999997792815
1,12,4,0.020999999997794054
1,12,5,0.020999999997794623
1,12,6,0.0209999999977948
1,12,7,0.020999999997793107
1,12,8,0.020999999997793166
1,12,9,0.02099999999779337
1,12,10,0.02099999999779556
1,13,1,0.020999999997793346
1,13,2,0.020999999997792257
1,13,3,0.020999999997792614
1,13,4,0.020999999997793874
1,13,5,0.0209999999977945
1,13,6,0.02099999999779458
1,13,7,0.020999999997793083
1,13,8,0.02099999999779312
1,13,9,0.020999999997793208
1,13,10,0.020999999997795414
1,14,1,0.020999999997793086
1,14,2,0.020999999997792437
1,14,3,0.02099999999779249
1,14,4,0.020999999997793797
1,14,5,0.020999999997794484
1,14,6,0.020999999997794484
1,14,7,0.020999999997793145
1,14,8,0.02099999999779316
1,14,9,0.02099999999779303
1,14,10,0.02099999999779524
1,15,1,0.020999999997792954
1,15,2,0.02099999999779255
1,15,3,0.020999999997792448
1,15,4,0.02099999999779375
1,15,5,0.020999999997794463
1,15,6,0.020999999997794352
1,15,7,0.020999999997793197
1,15,8,0.020999999997793294
1,15,9,0.020999999997792854
1,15,10,0.02099999999779505
1,16,1,0.02099999999779272
1,16,2,0.020999999997792635
1,16,3,0.020999999997792423
1,16,4,0.020999999997793627
1,16,5,0.020999999997794453
1,16,6,0.020999999997794266
1,16,7,0.02099999999779319
1,16,8,0.02099999999779337
1,16,9,0.02099999999779261
1,16,10,0.02099999999779491
1,17,1,0.020999999997792763
1,17,2,0.020999999997792854
1,17,3,0.02099999999779268
1,17,4,0.02099999999779355
1,17,5,0.020999999997794613
1,17,6,0.020999999997794325
1,17,7,0.020999999997793336
1,17,8,0.020999999997793613
1,17,9,0.020999999997792427
1,17,10,0.020999999997794942
1,18,1,0.020999999997792684
1,18,2,0.02099999999779287
1,18,3,0.020999999997792868
1,18,4,0.020999999997793655
1,18,5,0.02099999999779456
1,18,6,0.020999999997794217
1,18,7,0.02099999999779333
1,18,8,0.020999999997793697
1,18,9,0.02099999999779242
1,18,10,0.020999999997794904
1,19,1,0.02099999999779261
1,19,2,0.020999999997792923
1,19,3,0.020999999997793055
1,19,4,0.020999999997793648
1,19,5,0.02099999999779452
1,19,6,0.02099999999779407
1,19,7,0.0209999999977932
1,19,8,0.020999999997793763
1,19,9,0.020999999997792302
1,19,10,0.020999999997794765
1,20,1,0.020999999997792566
1,20,2,0.02099999999779305
1,20,3,0.02099999999779329
1,20,4,0.02099999999779365
1,20,5,0.020999999997794526
1,20,6,0.020999999997794033
1,20,7,0.02099999999779316
1,20,8,0.02099999999779389
1,20,9,0.02099999999779223
1,20,10,0.020999999997794748
1,21,1,0.02099999999779258
1,21,2,0.02099999999779306
1,21,3,0.020999999997793516
1,21,4,0.020999999997793638
1,21,5,0.02099999999779448
1,21,6,0.020999999997793985
1,21,7,0.020999999997793187
1,21,8,0.020999999997793943
1,21,9,0.020999999997792264
1,21,10,0.02099999999779461
1,22,1,0.020999999997792743
1,22,2,0.02099999999779323
1,22,3,0.02099999999779395
1,22,4,0.020999999997793856
1,22,5,0.02099999999779458
1,22,6,0.02099999999779409
1,22,7,0.020999999997793097
1,22,8,0.02099999999779406
1,22,9,0.020999999997792278
1,22,10,0.020999999997794606
1,23,1,0.020999999997793135
1,23,2,0.0209999999977933
1,23,3,0.020999999997793978
1,23,4,0.020999999997793457
1,23,5,0.02099999999779445
1,23,6,0.020999999997793728
1,23,7,0.020999999997793024
1,23,8,0.02099999999779376
1,23,9,0.020999999997792316
1,23,10,0.020999999997794134
1,24,1,0.02099999999779321
1,24,2,0.020999999997793707
1,24,3,0.020999999997794654
1,24,4,0.020999999997793263
1,24,5,0.020999999997794873
1,24,6,0.020999999997793565
1,24,7,0.020999999997793076
1,24,8,0.020999999997793617
1,24,9,0.020999999997792635
1,24,10,0.02099999999779384
3,1,1,-2.2024185970807534e-12
3,1,2,-2.233006425523993e-12
3,1,3,-2.1997262010222383e-12
3,1,4,-2.1937159999357753e-12
3,1,5,-2.182351848390948e-12
3,1,6,-2.185169246427974e-12
3,1,7,-2.244268250476027e-12
3,1,8,-2.2048396844123694e-12
3,1,9,-2.2094057407533554e-12
3,1,10,-2.1945788920589873e-12
3,2,1,-2.203334965081289e-12
3,2,2,-2.2200025135477717e-12
3,2,3,-2.200524797622443e-12
3,2,4,-2.1849740578239614e-12
3,2,5,-2.1985631740758257e-12
3,2,6,-2.183746047351696e-12
3,2,7,-2.2152332789664566e-12
3,2,8,-2.205491696370351e-12
3,2,9,-2.210056354661993e-12
3,2,10,-2.1986039723263707e-12
3,3,1,-2.2044649572770044e-12
3,3,2,-2.218197148008835e-12
3,3,3,-2.202204783436157e-12
3,3,4,-2.183000109283354e-12
3,3,5,-2.200876833827134e-12
3,3,6,-2.1830379520996477e-12
3,3,7,-2.2127961331464755e-12
3,3,8,-2.2053393811984266e-12
3,3,9,-2.207886440856373e-12
3,3,10,-2.20024189715946e-12
3,4,1,-2.2047926047526783e-12
3,4,2,-2.2161528384760497e-12
3,4,3,-2.202552111857409e-12
3,4,4,-2.199963793008211e-12
3,4,5,-2.2020485147766194e-12
3,4,6,-2.199154343878542e-12
3,4,7,-2.2108804962557765e-12
3,4,8,-2.205224979544024e-12
3,4,9,-2.206736259876298e-12
3,4,10,-2.2006308485184248e-12
3,5,1,-2.2051166887943594e-12
3,5,2,-2.2141094304569943e-12
3,5,3,-2.203483605764957e-12
3,5,4,-2.2015964516008847e-12
3,5,5,-2.2029235038324595e-12
3,5,6,-2.200821269989407e-12
3,5,7,-2.2098482558004547e-12
3,5,8,-2.2071871332254157e-12
3,5,9,-2.2081160694331135e-12
3,5,10,-2.2016353602373404e-12
3,6,1,-2.2046515684125776e-12
3,6,2,-2.2128005864334447e-12
3,6,3,-2.203710461676738e-12
3,6,4,-2.2026142025240904e-12
3,6,5,-2.202788454475376e-12
3,6,6,-2.20142690326092e-12
3,6,7,-2.20925438641242e-12
3,6,8,-2.207345852061375e-12
3,6,9,-2.2080142703984238e-12
3,6,10,-2.201941967776964e-12
3,7,1,-2.206489740488602e-12
3,7,2,-2.2119082922928366e-12
3,7,3,-2.206660398130763e-12
3,7,4,-2.202799837917872e-12
3,7,5,-2.2029479462644888e-12
3,7,6,-2.2022500676265862e-12
3,7,7,-2.208937671746365e-12
3,7,8,-2.20757328615163e-12
3,7,9,-2.208015307465936e-12
3,7,10,-2.202122662464431e-12
3,8,1,-2.206861262484555e-12
3,8,2,-2.2114627640902058e-12
3,8,3,-2.207400473789583e-12
3,8,4,-2.2032055928161643e-12
3,8,5,-2.2052564340176248e-12
3,8,6,-2.2047837735542676e-12
3,8,7,-2.208815922064627e-12
3,8,8,-2.2078664343023947e-12
3,8,9,-2.2080607728526547e-12
3,8,10,-2.204330060575855e-12
3,9,1,-2.2073300753975682e-12
3,9,2,-2.210904678841364e-12
3,9,3,-2.2079446725532254e-12
3,9,4,-2.205700843405803e-12
3,9,5,-2.2057736819226478e-12
3,9,6,-2.2054114822540242e-12
3,9,7,-2.2087673033709098e-12
3,9,8,-2.2086890204107008e-12
3,9,9,-2.2080332052915342e-12
3,9,10,-2.204734443130782e-12
3,10,1,-2.207723821870548e-12
3,10,2,-2.2104635894629904e-12
3,10,3,-2.2084550951058438e-12
3,10,4,-2.206324862529956e-12
3,10,5,-2.206243771969519e-12
3,10,6,-2.205833449223449e-12
3,10,7,-2.2088174539174733e-12
3,10,8,-2.2083338244111794e-12
3,10,9,-2.2081836363615915e-12
3,10,10,-2.204927966194969e-12
3,11,1,-2.207996019724968e-12
3,11,2,-2.210163234802218e-12
3,11,3,-2.2088573418536236e-12
3,11,4,-2.2068770325706917e-12
3,11,5,-2.2066588618335097e-12
3,11,6,-2.2062701858052844e-12
3,11,7,-2.2088326374870615e-12
3,11,8,-2.2085084254969305e-12
3,11,9,-2.2083595591750823e-12
3,11,10,-2.205178859032168e-12
3,12,1,-2.208092164651642e-12
3,12,2,-2.2098972475992037e-12
3,12,3,-2.2090840896162843e-12
3,12,4,-2.207203819095956e-12
3,12,5,-2.206798279607022e-12
3,12,6,-2.206458251617044e-12
3,12,7,-2.2087571214742678e-12
3,12,8,-2.2085559801877886e-12
3,12,9,-2.2084691135472976e-12
3,12,10,-2.2053702934665366e-12
3,13,1,-2.2083212803938056e-12
3,13,2,-2.2096380196389442e-12
3,13,3,-2.2093643459751385e-12
3,13,4,-2.2074905303376743e-12
3,13,5,-2.206976619015547e-12
3,13,6,-2.206774863459369e-12
3,13,7,-2.2087740493141166e-12
3,13,8,-2.208633530192513e-12
3,13,9,-2.2086873063305376e-12
3,13,10,-2.2056065769507427e-12
3,14,1,-2.2086391272569434e-12
3,14,2,-2.2093969813382134e-12
3,14,3,-2.209521907085325e-12
3,14,4,-2.207634018331516e-12
3,14,5,-2.2070053809944822e-12
3,14,6,-2.206928383077836e-12
3,14,7,-2.208677320157659e-12
3,14,8,-2.2085918675993486e-12
3,14,9,-2.2088972477259077e-12
3,14,10,-2.2058644228420548e-12
3,15,1,-2.2087801997307296e-12
3,15,2,-2.209239012451806e-12
3,15,3,-2.2095715960560933e-12
3,15,4,-2.2077444557095643e-12
3,15,5,-2.2070281939823397e-12
3,15,6,-2.207106840853845e-12
3,15,7,-2.208590954943263e-12
3,15,8,-2.2084329824654006e-12
3,15,9,-2.2090924134722644e-12
3,15,10,-2.2061282226736084e-12
3,16,1,-2.2089906429168224e-12
3,16,2,-2.2090754459941165e-12
3,16,3,-2.2095450669944503e-12
3,16,4,-2.20786463166963e-12
3,16,5,-2.2070088995321317e-12
3,16,6,-2.207188407765026e-12
3,16,7,-2.2085240224397272e-12
3,16,8,-2.2082921099159593e-12
3,16,9,-2.2093201429537337e-12
3,16,10,-2.2062866203227843e-12
3,17,1,-2.2090635316265062e-12
3,17,2,-2.2086936300897255e-12
3,17,3,-2.2091136577529395e-12
3,17,4,-2.207795432235133e-12
3,17,5,-2.206676980164073e-12
3,17,6,-2.2070085680391026e-12
3,17,7,-2.2082232460315197e-12
3,17,8,-2.2079151926357033e-12
3,17,9,-2.209362421502894e-12
3,17,10,-2.206160877066784e-12
3,18,1,-2.2090333074055213e-12
3,18,2,-2.2085536425292614e-12
3,18,3,-2.2087542713073768e-12
3,18,4,-2.207531086698602e-12
3,18,5,-2.2066412689680692e-12
3,18,6,-2.2070264346731645e-12
3,18,7,-2.2081229836594212e-12
3,18,8,-2.2077157191478225e-12
3,18,9,-2.209263088934791e-12
3,18,10,-2.2061293802610893e-12
3,19,1,-2.209000356840171e-12
3,19,2,-2.208379518656906e-12
3,19,3,-2.208392075814409e-12
3,19,4,-2.207419639925219e-12
3,19,5,-2.206591607154664e-12
3,19,6,-2.2070955658633184e-12
3,19,7,-2.208155629882129e-12
3,19,8,-2.2075271131451887e-12
3,19,9,-2.209274503324364e-12
3,19,10,-2.2062220919466183e-12
3,20,1,-2.2089769429529204e-12
3,20,2,-2.2081762309739814e-12
3,20,3,-2.208052329712751e-12
3,20,4,-2.207352371407233e-12
3,20,5,-2.2065257112823867e-12
3,20,6,-2.207100017561522e-12
3,20,7,-2.2081297953237045e-12
3,20,8,-2.207317746599074e-12
3,20,9,-2.209291558311688e-12
3,20,10,-2.206217594019648e-12
3,21,1,-2.2090028965483357e-12
3,21,2,-2.2082197542165474e-12
3,21,3,-2.207813432484437e-12
3,21,4,-2.207462006885147e-12
3,21,5,-2.2066312758973833e-12
3,21,6,-2.207209656220126e-12
3,21,7,-2.2081355386412033e-12
3,21,8,-2.2073003650479113e-12
3,21,9,-2.2092688339326827e-12
3,21,10,-2.2064353780119926e-12
3,22,1,-2.2086986125352243e-12
3,22,2,-2.207951028419253e-12
3,22,3,-2.2072073758404873e-12
3,22,4,-2.2072220208362845e-12
3,22,5,-2.2064510799574275e-12
3,22,6,-2.2070265979798393e-12
3,22,7,-2.2081481676247e-12
3,22,8,-2.207086573344167e-12
3,22,9,-2.2091242010476814e-12
3,22,10,-2.2063906397872277e-12
3,23,1,-2.2083997561919962e-12
3,23,2,-2.20806108110414e-12
3,23,3,-2.2073592297508658e-12
3,23,4,-2.207747906574946e-12
3,23,5,-2.2067984006625686e-12
3,23,6,-2.2076093724583985e-12
3,23,7,-2.2083825986350258e-12
3,23,8,-2.2075875948955437e-12
3,23,9,-2.2092313784780766e-12
3,23,10,-2.2071203320717684e-12
3,24,1,-2.2081426019594376e-12
3,24,2,-2.2075172961956287e-12
3,24,3,-2.2065137705582475e-12
3,24,4,-2.2080609970799353e-12
3,24,5,-2.2062610887930377e-12
3,24,6,-2.207683608002776e-12
3,24,7,-2.2082113866380975e-12
3,24,8,-2.2076207658931493e-12
3,24,9,-2.2092644091854796e-12
3,24,10,-2.2073417331648825e-12
5,1,1,0.04499999999780198
5,1,2,0.04499999999776279
5,1,3,0.04499999999781832
5,1,4,0.04499999999779766
5,1,5,0.044999999997815565
5,1,6,0.04499999999780605
5,1,7,0.044999999997749514
5,1,8,0.04499999999779828
5,1,9,0.04499999999779205
5,1,10,0.04499999999781664
5,2,1,0.04499999999780066
5,2,2,0.0449999999977802
5,2,3,0.04499999999781802
5,2,4,0.04499999999780671
5,2,5,0.04499999999781725
5,2,6,0.04499999999780874
5,2,7,0.044999999997787095
5,2,8,0.04499999999779729
5,2,9,0.04499999999779128
5,2,10,0.04499999999781635
5,3,1,0.044999999997798856
5,3,2,0.04499999999778241
5,3,3,0.044999999997801396
5,3,4,0.04499999999781522
5,3,5,0.04499999999781804
5,3,6,0.044999999997815315
5,3,7,0.0449999999977906
5,3,8,0.04499999999779719
5,3,9,0.044999999997794214
5,3,10,0.0449999999978172
5,4,1,0.044999999997798176
5,4,2,0.044999999997785006
5,4,3,0.04499999999780069
5,4,4,0.04499999999781567
5,4,5,0.044999999997801306
5,4,6,0.04499999999781614
5,4,7,0.044999999997792986
5,4,8,0.04499999999779721
5,4,9,0.04499999999779556
5,4,10,0.044999999997817494
5,5,1,0.04499999999779743
5,5,2,0.0449999999977874
5,5,3,0.04499999999779923
5,5,4,0.044999999997816655
5,5,5,0.04499999999779983
5,5,6,0.044999999997817015
5,5,7,0.04499999999779429
5,5,8,0.04499999999779708
5,5,9,0.04499999999779627
5,5,10,0.0449999999978012
5,6,1,0.04499999999779769
5,6,2,0.044999999997788885
5,6,3,0.04499999999779866
5,6,4,0.0449999999978005
5,6,5,0.044999999997799744
5,6,6,0.04499999999780149
5,6,7,0.04499999999779497
5,6,8,0.04499999999779708
5,6,9,0.04499999999779636
5,6,10,0.04499999999780068
5,7,1,0.04499999999779793
5,7,2,0.04499999999778984
5,7,3,0.04499999999779777
5,7,4,0.04499999999780005
5,7,5,0.044999999997799335
5,7,6,0.04499999999780028
5,7,7,0.04499999999779543
5,7,8,0.044999999997796934
5,7,9,0.044999999997796365
5,7,10,0.044999999997800244
5,8,1,0.044999999997797586
5,8,2,0.04499999999779026
5,8,3,0.04499999999779708
5,8,4,0.044999999997799224
5,8,5,0.04499999999779907
5,8,6,0.044999999997799654
5,8,7,0.04499999999779353
5,8,8,0.044999999997794575
5,8,9,0.04499999999779636
5,8,10,0.04499999999780011
5,9,1,0.044999999997797246
5,9,2,0.0449999999977909
5,9,3,0.044999999997794506
5,9,4,0.04499999999779883
5,9,5,0.04499999999779855
5,9,6,0.04499999999779896
5,9,7,0.04499999999779336
5,9,8,0.044999999997791175
5,9,9,0.0449999999977965
5,9,10,0.04499999999779965
5,10,1,0.044999999997794665
5,10,2,0.04499999999779127
5,10,3,0.04499999999779375
5,10,4,0.04499999999779818
5,10,5,0.044999999997798086
5,10,6,0.044999999997798516
5,10,7,0.04499999999779312
5,10,8,0.04499999999779361
5,10,9,0.044999999997794096
5,10,10,0.04499999999779941
5,11,1,0.04499999999779415
5,11,2,0.04499999999779148
5,11,3,0.04499999999779306
5,11,4,0.0449999999977976
5,11,5,0.044999999997795526
5,11,6,0.04499999999779807
5,11,7,0.044999999997792944
5,11,8,0.04499999999779323
5,11,9,0.044999999997793715
5,11,10,0.04499999999779911
5,12,1,0.044999999997793895
5,12,2,0.0449999999977917
5,12,3,0.04499999999779266
5,12,4,0.04499999999779508
5,12,5,0.0449999999977952
5,12,6,0.04499999999779568
5,12,7,0.044999999997792896
5,12,8,0.04499999999779304
5,12,9,0.04499999999779343
5,12,10,0.04499999999779677
5,13,1,0.04499999999779347
5,13,2,0.04499999999779183
5,13,3,0.04499999999779219
5,13,4,0.044999999997794575
5,13,5,0.04499999999779484
5,13,6,0.044999999997795144
5,13,7,0.044999999997792736
5,13,8,0.044999999997792806
5,13,9,0.04499999999779302
5,13,10,0.04499999999779633
5,14,1,0.04499999999779297
5,14,2,0.04499999999779201
5,14,3,0.044999999997791876
5,14,4,0.04499999999779427
5,14,5,0.044999999997794665
5,14,6,0.044999999997794825
5,14,7,0.04499999999779273
5,14,8,0.04499999999779272
5,14,9,0.044999999997792646
5,14,10,0.044999999997795886
5,15,1,0.04499999999779265
5,15,2,0.04499999999779208
5,15,3,0.0449999999977917
5,15,4,0.044999999997794006
5,15,5,0.04499999999779451
5,15,6,0.044999999997794485
5,15,7,0.04499999999779271
5,15,8,0.044999999997792785
5,15,9,0.0449999999977923
5,15,10,0.04499999999779545
5,16,1,0.0449999999977923
5,16,2,0.044999999997792174
5,16,3,0.04499999999779162
5,16,4,0.04499999999779374
5,16,5,0.044999999997794436
5,16,6,0.04499999999779427
5,16,7,0.04499999999779269
5,16,8,0.04499999999779285
5,16,9,0.044999999997791945
5,16,10,0.044999999997795165
5,17,1,0.04499999999779243
5,17,2,0.04499999999779278
5,17,3,0.044999999997792285
5,17,4,0.04499999999779378
5,17,5,0.04499999999779497
5,17,6,0.044999999997794624
5,17,7,0.044999999997793194
5,17,8,0.04499999999779342
5,17,9,0.044999999997791855
5,17,10,0.04499999999779544
5,18,1,0.04499999999779239
5,18,2,0.04499999999779286
5,18,3,0.04499999999779263
5,18,4,0.044999999997794235
5,18,5,0.044999999997794936
5,18,6,0.044999999997794526
5,18,7,0.04499999999779323
5,18,8,0.04499999999779358
5,18,9,0.04499999999779213
5,18,10,0.0449999999977954
5,19,1,0.04499999999779236
5,19,2,0.04499999999779299
5,19,3,0.04499999999779301
5,19,4,0.044999999997794304
5,19,5,0.04499999999779492
5,19,6,0.04499999999779439
5,19,7,0.044999999997793125
5,19,8,0.044999999997793735
5,19,9,0.044999999997792056
5,19,10,0.044999999997795234
5,20,1,0.04499999999779229
5,20,2,0.044999999997793146
5,20,3,0.04499999999779331
5,20,4,0.04499999999779429
5,20,5,0.04499999999779491
5,20,6,0.0449999999977943
5,20,7,0.04499999999779307
5,20,8,0.0449999999977939
5,20,9,0.04499999999779196
5,20,10,0.044999999997795165
5,21,1,0.04499999999779213
5,21,2,0.04499999999779296
5,21,3,0.04499999999779344
5,21,4,0.04499999999779402
5,21,5,0.04499999999779469
5,21,6,0.04499999999779405
5,21,7,0.044999999997792944
5,21,8,0.044999999997793846
5,21,9,0.044999999997791855
5,21,10,0.044999999997794825
5,22,1,0.04499999999779216
5,22,2,0.044999999997792965
5,22,3,0.04499999999779382
5,22,4,0.04499999999779416
5,22,5,0.04499999999779456
5,22,6,0.04499999999779395
5,22,7,0.04499999999779264
5,22,8,0.044999999997793784
5,22,9,0.04499999999779171
5,22,10,0.044999999997794554
5,23,1,0.044999999997792264
5,23,2,0.044999999997792604
5,23,3,0.044999999997793375
5,23,4,0.044999999997793104
5,23,5,0.04499999999779393
5,23,6,0.04499999999779307
5,23,7,0.044999999997792174
5,23,8,0.044999999997793014
5,23,9,0.04499999999779135
5,23,10,0.04499999999779352
5,24,1,0.04499999999779233
5,24,2,0.04499999999779301
5,24,3,0.04499999999779409
5,24,4,0.0449999999977925
5,24,5,0.04499999999779432
5,24,6,0.04499999999779279
5,24,7,0.04499999999779219
5,24,8,0.044999999997792785
5,24,9,0.044999999997790266
5,24,10,0.04499999999779309
7,1,1,-2.2025927166233364e-12
7,1,2,-2.2259569991373736e-12
7,1,3,-2.2010344477971547e-12
7,1,4,-2.1923460631538614e-12
7,1,5,-2.182012375191739e-12
7,1,6,-2.1843117909514045e-12
7,1,7,-2.2345375617320994e-12
7,1,8,-2.2042562310788724e-12
7,1,9,-2.208030640026977e-12
7,1,10,-2.2006103635985327e-12
7,2,1,-2.2032673951975197e-12
7,2,2,-2.215458615637343e-12
7,2,3,-2.201437496176488e-12
7,2,4,-2.1843551332950066e-12
7,2,5,-2.1993167873175042e-12
7,2,6,-2.1831421190797318e-12
7,2,7,-2.2096008867306214e-12
7,2,8,-2.204734381903961e-12
7,2,9,-2.2111094530218927e-12
7,2,10,-2.20072815759844e-12
7,3,1,-2.204658352429259e-12
7,3,2,-2.215001450738482e-12
7,3,3,-2.202929102693866e-12
7,3,4,-2.2002243920124e-12
7,3,5,-2.201303071250214e-12
7,3,6,-2.1990673839609525e-12
7,3,7,-2.2096840775984383e-12
7,3,8,-2.204901439662323e-12
7,3,9,-2.2097007646555246e-12
7,3,10,-2.2020352116047303e-12
7,4,1,-2.2051841730570057e-12
7,4,2,-2.2147209915837586e-12
7,4,3,-2.203400097114445e-12
7,4,4,-2.201270000674105e-12
7,4,5,-2.202667207438385e-12
7,4,6,-2.2007358969100654e-12
7,4,7,-2.2098446938209197e-12
7,4,8,-2.207543708071511e-12
7,4,9,-2.2092417780789155e-12
7,4,10,-2.2027112351824006e-12
7,5,1,-2.207629251545342e-12
7,5,2,-2.2138361730840017e-12
7,5,3,-2.2063691263640575e-12
7,5,4,-2.2025128432299315e-12
7,5,5,-2.203389315706525e-12
7,5,6,-2.2019739417254082e-12
7,5,7,-2.209731516617913e-12
7,5,8,-2.2080448973696864e-12
7,5,9,-2.2091535394712956e-12
7,5,10,-2.2056251578536726e-12
7,6,1,-2.20810024349486e-12
7,6,2,-2.213056929168152e-12
7,6,3,-2.207490827231797e-12
7,6,4,-2.203832449304815e-12
7,6,5,-2.2059832670325573e-12
7,6,6,-2.2030436145552986e-12
7,6,7,-2.2099005818170984e-12
7,6,8,-2.208809719882921e-12
7,6,9,-2.2092386594558457e-12
7,6,10,-2.2064391243890463e-12
7,7,1,-2.2083150989545063e-12
7,7,2,-2.2126893510197283e-12
7,7,3,-2.2085282525326302e-12
7,7,4,-2.206635644782822e-12
7,7,5,-2.2065743183236383e-12
7,7,6,-2.2062262183178882e-12
7,7,7,-2.2099527420174456e-12
7,7,8,-2.209189964009449e-12
7,7,9,-2.2094646456259077e-12
7,7,10,-2.206819368621814e-12
7,8,1,-2.208575492479028e-12
7,8,2,-2.2123428109165362e-12
7,8,3,-2.2091011317362525e-12
7,8,4,-2.2074984217054753e-12
7,8,5,-2.206992448254548e-12
7,8,6,-2.206941529809103e-12
7,8,7,-2.209883961765009e-12
7,8,8,-2.2094570726978425e-12
7,8,9,-2.209444471430431e-12
7,8,10,-2.206813916486508e-12
7,9,1,-2.2087975117337184e-12
7,9,2,-2.2116790768163477e-12
7,9,3,-2.209329270021194e-12
7,9,4,-2.2076870963105348e-12
7,9,5,-2.2072425344232598e-12
7,9,6,-2.2072069812344814e-12
7,9,7,-2.2096351827116194e-12
7,9,8,-2.209495453541453e-12
7,9,9,-2.2091571311131004e-12
7,9,10,-2.2068426275539745e-12
7,10,1,-2.2088945852646487e-12
7,10,2,-2.2111070163510288e-12
7,10,3,-2.209501367684682e-12
7,10,4,-2.2079856907444856e-12
7,10,5,-2.2074637452091057e-12
7,10,6,-2.2073181969505907e-12
7,10,7,-2.209515361514162e-12
7,10,8,-2.2093779789904716e-12
7,10,9,-2.2090305147435523e-12
7,10,10,-2.206722560361832e-12
7,11,1,-2.2088736457599042e-12
7,11,2,-2.2106733570799195e-12
7,11,3,-2.2095508526662035e-12
7,11,4,-2.2082174081935113e-12
7,11,5,-2.2076141676487483e-12
7,11,6,-2.2074619104006563e-12
7,11,7,-2.209366405847656e-12
7,11,8,-2.2093133799163733e-12
7,11,9,-2.208947881280226e-12
7,11,10,-2.206679628921028e-12
7,12,1,-2.208782488411385e-12
7,12,2,-2.2103553579015015e-12
7,12,3,-2.209574877834573e-12
7,12,4,-2.2082726547381347e-12
7,12,5,-2.207615829439643e-12
7,12,6,-2.2074639827958108e-12
7,12,7,-2.2091997503427337e-12
7,12,8,-2.2092224991963076e-12
7,12,9,-2.2088993557648903e-12
7,12,10,-2.206659097077703e-12
7,13,1,-2.2088414565334385e-12
7,13,2,-2.2100166705297253e-12
7,13,3,-2.209657838847488e-12
