circuit_code,hour,scen,losses
1,10,3,0.00011087906629890958
1,10,4,0.00011087906609362812
1,10,5,0.00011087905828652608
1,10,6,0.00011087905840599873
1,10,7,0.00011087906778227032
1,10,8,0.00011087922483378026
1,10,9,0.00011087906582505684
1,10,10,0.00011087905973423853
1,11,1,0.00011087907095574052
1,11,2,0.00011087906777067372
1,11,3,0.00011087907112307137
1,11,4,0.00011087907105624165
1,11,5,0.0001108790715347322
1,11,6,0.00011087907089514434
1,11,7,0.0001108790723975358
1,11,8,0.00011087910174501139
1,11,9,0.00011087906736136844
1,11,10,0.0001108790732829068
1,12,1,0.00011087907303579118
1,12,2,0.0001108790740523544
1,12,3,0.00011087907338406691
1,12,4,0.00011087907331673787
1,12,5,0.00011087906897688439
1,12,6,0.00011087906921164516
1,12,7,0.00011087907351025544
1,12,8,0.0001108790822146365
1,12,9,0.00011087907319215291
1,12,10,0.00011087907385635562
1,13,1,0.00011087907306460167
1,13,2,0.00011087908818478109
1,13,3,0.00011087907337479128
1,13,4,0.0001108790732990485
1,13,5,0.00011087907310874667
1,13,6,0.00011087907293894738
1,13,7,0.00011087907334752607
1,13,8,0.00011087907632222875
1,13,9,0.00011087907318172635
1,13,10,0.00011087907383235956
1,14,1,0.00011087907224754634
1,14,2,0.00011087907304199681
1,14,3,0.00011087907253026384
1,14,4,0.00011087907240080884
1,14,5,0.00011087906818900607
1,14,6,0.0001108790720405736
1,14,7,0.00011087906781210193
1,14,8,0.00011087908963662705
1,14,9,0.00011087907234186514
1,14,10,0.0001108790729205642
1,15,1,0.00011087906702415651
1,15,2,0.00011087906204174843
1,15,3,0.00011087906791757633
1,15,4,0.00011087906768681342
1,15,5,0.00011087906083769386
1,15,6,0.00011087906026180708
1,15,7,0.00011087906143658113
1,15,8,0.00011087927748540285
1,15,9,0.00011087906739575778
1,15,10,0.00011087906158466077
1,16,1,0.00011087905436786967
1,16,2,0.00011087905350740926
1,16,3,0.00011087949674016805
1,16,4,0.00011087948250708831
1,16,5,0.00011087905181627812
1,16,6,0.00011087905120246654
1,16,7,0.00011087905271021908
1,16,8,0.00011087900542370422
1,16,9,0.00011087905412237673
1,16,10,0.0001108790583393163
1,17,1,0.00011087903403505825
1,17,2,0.0003629479193349013
1,17,3,0.00011087910806590852
1,17,4,0.00011087907778681557
1,17,5,0.00011087903130059727
1,17,6,0.00011087903348991877
1,17,7,0.0007484982054775601
1,17,8,0.0017124764549661037
1,17,9,0.00011087903114869401
1,17,10,0.00011087899719715947
1,18,1,0.00014521592409462962
1,18,2,0.00011087910293690391
1,18,3,0.00012629342030800057
1,18,4,0.000152113182643443
1,18,5,0.00011087901611437778
1,18,6,0.00011087901616182032
1,18,7,0.00011087899332335614
1,18,8,0.000766702162572662
1,18,9,0.00011087901397841045
1,18,10,0.00013474997940820076
1,19,1,0.00011087904816450988
1,19,2,0.00011087902807360322
1,19,3,0.030941047491962966
1,19,4,0.00011087904118335091
1,19,5,0.00011087902183458901
1,19,6,0.00011087898689583544
1,19,7,0.00011087902997726648
1,19,8,0.0010366891689790698
1,19,9,0.0001108790504055563
1,19,10,0.00011087902415284028
1,20,1,0.00011087903856484495
1,20,2,0.00011087903532292263
1,20,3,0.00011087903046841179
1,20,4,0.00011087903895230382
1,20,5,0.00011087903642259588
1,20,6,0.00011087904889561379
1,20,7,0.00011087903456321443
1,20,8,0.00011087903803063407
1,20,9,0.00011087904219784696
1,20,10,0.00011087901021698224
1,21,1,0.0001108790081890548
1,21,2,0.001666926381854108
1,21,3,0.00011087900992430402
1,21,4,0.00011087900942775214
1,21,5,0.00011087905022129778
1,21,6,0.0016619879656193687
1,21,7,0.0016662542574783776
1,21,8,0.0016710289334443801
1,21,9,0.0016353734128590983
1,21,10,0.0002150132460530111
1,22,1,0.00011087915419352627
1,22,2,0.00043919712368501324
1,22,3,0.0001108790202417756
1,22,4,0.00011087901926112763
1,22,5,0.00011087917953060011
1,22,6,0.00011087909740017252
1,22,7,0.00011087899235638183
1,22,8,0.0014413208650161328
1,22,9,0.00011087901925121218
1,22,10,0.00011087912420369173
1,23,1,0.00011087913230115028
1,23,2,0.00011087907479193125
1,23,3,0.00011087907085733087
1,23,4,0.00011087902826870615
1,23,5,0.00011087902962407856
1,23,6,0.00011087907237277691
1,23,7,0.00011087910396411024
1,23,8,0.0026880509571653227
1,23,9,0.00011087902830829701
1,23,10,0.00011087899554124652
1,24,1,0.00011087905153977557
1,24,2,0.0001108790207067042
1,24,3,0.00011087905519171056
1,24,4,0.00011087905601053007
1,24,5,0.0001108790527790404
1,24,6,0.00011087903925202698
1,24,7,0.0001108790547786569
1,24,8,0.0016814113159825544
1,24,9,0.00011087905383725157
1,24,10,0.00011087902856463948
2,1,1,0.00027876682919300653
2,1,2,0.0005342012268872494
2,1,3,0.00027876682964447785
2,1,4,0.0002787668293481498
2,1,5,0.0002787668263317868
2,1,6,0.00027876684143507744
2,1,7,0.0002787668293026473
2,1,8,0.003203365337015369
2,1,9,0.00027876682940045864
2,1,10,0.0002787668295049569
2,2,1,0.00027876687391616367
2,2,2,0.0002787668302042925
2,2,3,0.0002787668301069328
2,2,4,0.0002787668289547872
2,2,5,0.00027876683017211335
2,2,6,0.00027876683017657403
2,2,7,0.0002787668856167515
2,2,8,0.0002787668273707478
2,2,9,0.00027876688274678627
2,2,10,0.00027876687564174467
2,3,1,0.0002787668582831962
2,3,2,0.00027876684681586136
2,3,3,0.00027876683080980285
2,3,4,0.00027876685380153355
2,3,5,0.0002787668410819731
2,3,6,0.000278766830635812
2,3,7,0.00027876684403289355
2,3,8,0.00027876681130687396
2,3,9,0.0002787668486358345
2,3,10,0.0002787668452352942
2,4,1,0.0002787668532566931
2,4,2,0.00027876685232362087
2,4,3,0.00027876685290369126
2,4,4,0.00027876684900986367
2,4,5,0.00027876684933609793
2,4,6,0.00027876684528597116
2,4,7,0.0002787668297519224
2,4,8,0.0002787668059267523
2,4,9,0.000278766853355462
2,4,10,0.0002787668297774939
2,5,1,0.00027876691214569145
2,5,2,0.00027876683165173555
2,5,3,0.00027876682862464325
2,5,4,0.0002787668272423955
2,5,5,0.0002787668284001758
2,5,6,0.00027876691350418436
2,5,7,0.00027876682770908335
2,5,8,0.00027876678337656084
2,5,9,0.00027876692847525356
2,5,10,0.00027876678977906285
2,6,1,0.00027876682508457744
2,6,2,0.0002787726073726701
2,6,3,0.000278766824838481
2,6,4,0.0002787668248937725
2,6,5,0.00027876682597193615
2,6,6,0.00027876682507806263
2,6,7,0.00027876705278467265
2,6,8,0.00027876680430751903
2,6,9,0.00027876682463051297
2,6,10,0.0002857289161312643
2,7,1,0.00027876683047998974
2,7,2,0.0006154947127633222
2,7,3,0.00027876681958114113
2,7,4,0.000278766819410947
2,7,5,0.00027876683625503197
2,7,6,0.0002787668302767367
2,7,7,0.00036191293768570733
2,7,8,0.0002787667805251821
2,7,9,0.00027876681944751376
2,7,10,0.0007511144323844463
2,8,1,0.00027876682463339115
2,8,2,0.00046332671433849457
2,8,3,0.00027876682405073136
2,8,4,0.0002787668218396224
2,8,5,0.0002787668227359506
2,8,6,0.00027876682185111625
2,8,7,0.000278767244134858
2,8,8,0.03193426040320548
2,8,9,0.00027876682383922905
2,8,10,0.00027876678027960987
2,9,1,0.00027876683260233523
2,9,2,0.0020409176287437044
2,9,3,0.00027876682927674743
2,9,4,0.00027876682940906276
2,9,5,0.0009137089510039397
2,9,6,0.00027876683895522637
2,9,7,0.0002787668336531143
2,9,8,0.000278766786961179
2,9,9,0.000278766863845563
2,9,10,0.0002787668341732168
2,10,1,0.00027876684678951325
2,10,2,0.0002787668405468896
2,10,3,0.0002787668472222664
2,10,4,0.0002787668469116518
2,10,5,0.00027876683906362544
2,10,6,0.0002787668391737702
2,10,7,0.0002787668486277503
2,10,8,0.0002787670160663372
2,10,9,0.0002787668466603914
2,10,10,0.0002787668406691697
2,11,1,0.00027876685189506985
2,11,2,0.00027876684878050243
2,11,3,0.00027876685195067766
2,11,4,0.00027876685184137696
2,11,5,0.00027876685247664776
2,11,6,0.0002787668516811569
2,11,7,0.0002787668532382581
2,11,8,0.00027876688359645746
2,11,9,0.00027876684845899795
2,11,10,0.00027876685416100425
2,12,1,0.0002787668539930322
2,12,2,0.00027876685493880406
2,12,3,0.00027876685433280075
2,12,4,0.0002787668542574566
2,12,5,0.0002787668498859314
2,12,6,0.0002787668502270349
2,12,7,0.0002787668544675975
2,12,8,0.0002787668632021262
2,12,9,0.00027876685415599437
2,12,10,0.0002787668547560209
2,13,1,0.00027876685399610594
2,13,2,0.00027876686914969504
2,13,3,0.00027876685430013335
2,13,4,0.00027876685429473685
2,13,5,0.0002787668540535961
2,13,6,0.0002787668539004567
2,13,7,0.00027876685421309566
2,13,8,0.0002787668572602899
2,13,9,0.0002787668540604766
2,13,10,0.00027876685470112927
2,14,1,0.0002787668531395611
2,14,2,0.0002787668538996455
2,14,3,0.0002787668533534693
2,14,4,0.00027876685331577997
2,14,5,0.00027876684928224626
2,14,6,0.00027876685286141084
2,14,7,0.0002787668486412271
2,14,8,0.0002787668708101132
2,14,9,0.000278766853251169
2,14,10,0.0002787668539715798
2,15,1,0.00027876684790329104
2,15,2,0.0002787668428896925
2,15,3,0.0002787668489091853
2,15,4,0.0002787668485373995
2,15,5,0.0002787668415595034
2,15,6,0.0002787668410935305
2,15,7,0.00027876684229560095
2,15,8,0.00027876706105276134
2,15,9,0.00027876684826175674
2,15,10,0.00027876684243131043
2,16,1,0.0002787668351385949
2,16,2,0.0002787668341815527
2,16,3,0.0002787672860352847
2,16,4,0.00027876727191242305
2,16,5,0.00027876683235312843
2,16,6,0.00027876683178023004
2,16,7,0.0002787668334348123
2,16,8,0.0002787667851652354
2,16,9,0.00027876683474966653
2,16,10,0.00027876683795561826
2,17,1,0.0002787668142593547
2,17,2,0.0005058667613601317
2,17,3,0.00027876688860311276
2,17,4,0.00027876685880802964
2,17,5,0.0002787668115400318
2,17,6,0.00027876681423357467
2,17,7,0.0008875690372736196
2,17,8,0.001861444373025301
2,17,9,0.00027876681143288297
2,17,10,0.00027876677694864784
2,18,1,0.0003115149546618651
2,18,2,0.00027876689947910053
2,18,3,0.00031866525588657597
2,18,4,0.00031796666873692904
2,18,5,0.0002787667960909443
2,18,6,0.0002787667960999642
2,18,7,0.0002787667768010992
2,18,8,0.0013899933596422367
2,18,9,0.0002787667940705463
2,18,10,0.0003007760977719506
2,19,1,0.000278766828366649
2,19,2,0.00027876680708139646
2,19,3,0.03080987391721336
2,19,4,0.0002787668212807289
2,19,5,0.0002787667964733806
2,19,6,0.00027876676692461703
2,19,7,0.0002787668119928321
2,19,8,0.0011603430447010847
2,19,9,0.00027876683095128766
2,19,10,0.00027876680306914195
2,20,1,0.00027876681875323156
2,20,2,0.00027876681417557186
2,20,3,0.000278766805268734
2,20,4,0.0002787668188372833
2,20,5,0.00027876682184675965
2,20,6,0.0002787668195811777
2,20,7,0.00027876682185919247
2,20,8,0.00027876682204628484
2,20,9,0.0002787668224542338
2,20,10,0.0002787667894904964
2,21,1,0.0002787667881407353
2,21,2,0.0017958648028511405
2,21,3,0.00027876678976339743
2,21,4,0.0002787667891660611
2,21,5,0.00027876682098502525
2,21,6,0.0018099030756777068
2,21,7,0.0017952783415432175
2,21,8,0.0017987382174165492
2,21,9,0.0017647236944330078
2,21,10,0.0003727885836476918
2,22,1,0.00027876693604013294
2,22,2,0.0005776291862263478
2,22,3,0.0002787668003106713
2,22,4,0.00027876679920112044
2,22,5,0.00027876696175794136
2,22,6,0.00027876688656803216
2,22,7,0.00027876677489625665
2,22,8,0.0025167182000787997
2,22,9,0.00027876679930309117
2,22,10,0.00027876688608304267
2,23,1,0.0002787669140881454
2,23,2,0.00027876684163291305
2,23,3,0.0002787668511106743
2,23,4,0.00027876680851748024
2,23,5,0.0002787668098169587
2,23,6,0.00027876684723084094
2,23,7,0.00027876688515216674
2,23,8,0.0028201280008876904
2,23,9,0.00027876680848922734
2,23,10,0.0002787667764084282
2,24,1,0.00027876683200737663
2,24,2,0.0002787668029685208
2,24,3,0.0002787668357741672
2,24,4,0.00027876683663799386
2,24,5,0.00027876683340656686
2,24,6,0.000278766819634656
2,24,7,0.0002787668352234433
2,24,8,0.002857365494574381
2,24,9,0.00027876683435817094
2,24,10,0.0002787668013875742
3,1,1,0.0007394271972996503
3,1,2,0.0009521156113160677
3,1,3,0.0007394271967423858
3,1,4,0.0007394271978745477
3,1,5,0.0007394271949224865
3,1,6,0.0007394272071611348
3,1,7,0.0007394271980835452
3,1,8,0.0034133434834791553
3,1,9,0.0007394271988076738
3,1,10,0.0007394271978244894
3,2,1,0.0007394272253871819
3,2,2,0.000739427199340187
3,2,3,0.0007394271985109523
3,2,4,0.0007394271974284966
3,2,5,0.0007394271976408386
3,2,6,0.0007394271984598705
3,2,7,0.000739427237628609
3,2,8,0.0007394271831118971
3,2,9,0.000739427234077489
3,2,10,0.0007394272270450366
3,3,1,0.0007394272264150441
3,3,2,0.0007394272144220131
3,3,3,0.000739427200085209
3,3,4,0.0007394272208689594
3,3,5,0.0007394272087593532
3,3,6,0.000739427199664891
3,3,7,0.000739427210849523
3,3,8,0.0007394271771105059
3,3,9,0.0007394272159819667
3,3,10,0.0007394272117541428
3,4,1,0.0007394272193517405
3,4,2,0.0007394272178884828
3,4,3,0.0007394272190497722
3,4,4,0.0007394272155917229
3,4,5,0.0007394272128917809
3,4,6,0.0007394272129545799
3,4,7,0.0007394271983870733
3,4,8,0.0007394271765440765
3,4,9,0.0007394272187360371
3,4,10,0.0007394271989203777
3,5,1,0.0007394272532300044
3,5,2,0.0007394273019090708
3,5,3,0.0007394271982749842
3,5,4,0.0007394271965668868
3,5,5,0.0007394271974045883
3,5,6,0.0007394272534636978
3,5,7,0.000739427197554077
3,5,8,0.0007394271534557298
3,5,9,0.0007394272675129583
3,5,10,0.0007394271715349703
3,6,1,0.0007394271946498606
3,6,2,0.0007394326487052586
3,6,3,0.000739427193472426
3,6,4,0.000739427193877884
3,6,5,0.0007394271803795561
3,6,6,0.0007394271938174522
3,6,7,0.000739427372751426
3,6,8,0.00073942716681172
3,6,9,0.000739427194176767
3,6,10,0.000746159413001653
3,7,1,0.0007394271965058299
3,7,2,0.001021380216809792
3,7,3,0.0007394271897452014
3,7,4,0.0007394271892492752
3,7,5,0.0007394271797058604
3,7,6,0.0007394271975485397
3,7,7,0.000812811739748002
3,7,8,0.0007394271511581892
3,7,9,0.0007394271887203545
3,7,10,0.0011358932620701499
3,8,1,0.0007394271920764721
3,8,2,0.0008878513903604668
3,8,3,0.0007394271929510428
3,8,4,0.0007394271911370523
3,8,5,0.0007394271919875584
3,8,6,0.0007394271919676539
3,8,7,0.0007394274837317337
3,8,8,0.032121994904541304
3,8,9,0.0007394271933785281
3,8,10,0.0007394271511060627
3,9,1,0.0007394272004916205
3,9,2,0.002363787532020661
3,9,3,0.0007394271967554497
3,9,4,0.0007394271977342765
3,9,5,0.0012769733423302857
3,9,6,0.0007394272011001661
3,9,7,0.0007394272010201098
3,9,8,0.0007394271505552095
3,9,9,0.0007394271487477553
3,9,10,0.0007394272006449018
3,10,1,0.000739427213008335
3,10,2,0.000739427208249485
3,10,3,0.000739427213776274
3,10,4,0.0007394272125299725
3,10,5,0.0007394272068017051
3,10,6,0.0007394272070045959
3,10,7,0.0007394272141494776
3,10,8,0.0007394273525665392
3,10,9,0.0007394272127043872
3,10,10,0.0007394272082055106
3,11,1,0.0007394272186682025
3,11,2,0.0007394272153677031
3,11,3,0.0007394272177316803
3,11,4,0.0007394272186383666
3,11,5,0.0007394272183147059
3,11,6,0.0007394272173970103
3,11,7,0.0007394272184269583
3,11,8,0.0007394272188976268
3,11,9,0.0007394272155440932
3,11,10,0.0007394272185070536
3,12,1,0.0007394272187956004
3,12,2,0.0007394272199876884
3,12,3,0.0007394272200400051
3,12,4,0.0007394272201654157
3,12,5,0.0007394272170073376
3,12,6,0.0007394272154453669
3,12,7,0.0007394272200741837
3,12,8,0.0007394271985989125
3,12,9,0.0007394272189905428
3,12,10,0.0007394272212689013
3,13,1,0.0007394272192559676
3,13,2,0.0007394270513893021
3,13,3,0.0007394272196032583
3,13,4,0.0007394272199669134
3,13,5,0.0007394272199721113
3,13,6,0.0007394272192634407
3,13,7,0.0007394272200413236
3,13,8,0.0007394272206766888
3,13,9,0.0007394272183727685
3,13,10,0.0007394272202379935
3,14,1,0.000739427219194145
3,14,2,0.0007394272195325188
3,14,3,0.0007394272195919064
3,14,4,0.0007394272186658027
3,14,5,0.0007394272158187489
3,14,6,0.0007394272193651511
3,14,7,0.0007394272159084748
3,14,8,0.0007394271933079919
3,14,9,0.0007394272193224452
3,14,10,0.0007394272194726066
3,15,1,0.0007394272132872667
3,15,2,0.0007394272105433094
3,15,3,0.0007394272148086426
3,15,4,0.0007394272138955185
3,15,5,0.0007394272101397901
3,15,6,0.0007394272081472543
3,15,7,0.0007394272102500418
3,15,8,0.0007394273947127629
3,15,9,0.0007394272142523099
3,15,10,0.0007394272099032917
3,16,1,0.0007394272020499508
3,16,2,0.0007394272016872092
3,16,3,0.0007394275195087258
3,16,4,0.0007394275043849876
3,16,5,0.0007394272004559078
3,16,6,0.0007394271995147822
3,16,7,0.0007394272014247259
3,16,8,0.0007394271545551203
3,16,9,0.0007394272025182173
3,16,10,0.0007394272000274789
3,17,1,0.0007394271836427562
3,17,2,0.0009295896210311301
3,17,3,0.0007394272460929464
3,17,4,0.0007394272183157265
3,17,5,0.0007394271827570626
3,17,6,0.0007394271832446279
3,17,7,0.001259860727849338
3,17,8,0.0021292206661349352
3,17,9,0.0007394271817313131
3,17,10,0.0007394271489356436
3,18,1,0.0007694674778370792
3,18,2,0.0007394271394522598
3,18,3,0.0007756326225260171
3,18,4,0.0007751737111882769
3,18,5,0.0007394271665010079
3,18,6,0.0007394271652722428
3,18,7,0.0007394271436293703
3,18,8,0.0017234632562907512
3,18,9,0.0007394271666709649
3,18,10,0.0007604877304450284
3,19,1,0.0007394271955967768
3,19,2,0.0007394271744304314
3,19,3,0.03129103540159057
3,19,4,0.0007394271882497629
3,19,5,0.0007394271634983419
3,19,6,0.0007394271394997277
3,19,7,0.0007394271768477453
3,19,8,0.0014919245826906602
3,19,9,0.0007394271975110849
3,19,10,0.0007394271721500948
3,20,1,0.000739427184988772
3,20,2,0.0007394271795852886
3,20,3,0.0007394271703009806
3,20,4,0.0007394271855472846
3,20,5,0.0007394271783771135
3,20,6,0.0007394271939966098
3,20,7,0.0007394271833096631
3,20,8,0.0007394271829355337
3,20,9,0.0007394271871009117
3,20,10,0.0007394271541530308
3,21,1,0.0007394271609920618
3,21,2,0.002116322349562896
3,21,3,0.0007394271615329299
3,21,4,0.0007394271609649952
3,21,5,0.0007394271876862989
3,21,6,0.0021077379340669086
3,21,7,0.002115439705036161
3,21,8,0.0020710554691381355
3,21,9,0.0020511782554455803
3,21,10,0.0008214500855564516
3,22,1,0.000739427286662164
3,22,2,0.0009875767530610625
3,22,3,0.0007394271707086312
3,22,4,0.0007394271707302933
3,22,5,0.0007394273079889191
3,22,6,0.0007394272306178838
3,22,7,0.0007394271445311168
3,22,8,0.0027566690582990134
3,22,9,0.0007394271713292026
3,22,10,0.0007394272364161906
3,23,1,0.000739427274345693
3,23,2,0.0007394272177335277
3,23,3,0.0007394272168774635
3,23,4,0.0007394271793019243
3,23,5,0.0007394271805098256
3,23,6,0.000739427227811644
3,23,7,0.0007394272465196044
3,23,8,0.0030468688404665253
3,23,9,0.0007394271794836752
3,23,10,0.0007394271465000339
3,24,1,0.000739427200798871
3,24,2,0.0007394271687001102
3,24,3,0.0007394272032056245
3,24,4,0.0007394272046139215
3,24,5,0.0007394272024797411
3,24,6,0.0007394271897199112
3,24,7,0.0007394272033792593
3,24,8,0.003057665338453608
3,24,9,0.0007394272025317281
3,24,10,0.0007394271754806641
4,1,1,6.968337237588429e-11
4,1,2,0.0001844650960849427
4,1,3,7.016823073221781e-11
4,1,4,6.978041068562175e-11
4,1,5,6.697984597296421e-11
4,1,6,8.151800728479654e-11
4,1,7,6.963900221443747e-11
4,1,8,0.001871311821036525
4,1,9,6.981933986269902e-11
4,1,10,6.98187237191942e-11
4,2,1,1.1262720753796847e-10
4,2,2,7.067620998714908e-11
4,2,3,7.064605276895437e-11
4,2,4,6.960717698544886e-11
4,2,5,7.067657923763956e-11
4,2,6,7.06761532046827e-11
4,2,7,1.2393921184135673e-10
4,2,8,1.8498520224773605e-10
4,2,9,1.2101665185321974e-10
4,2,10,1.1404332178905261e-10
4,3,1,9.789208471234912e-11
4,3,2,8.683358150680372e-11
4,3,3,7.128456491895993e-11
4,3,4,9.345610678547386e-11
4,3,5,8.121410899974455e-11
4,3,6,7.126635784676856e-11
4,3,7,8.400528560370865e-11
4,3,8,1.4493179432223865e-10
4,3,9,8.848012252298977e-11
4,3,10,8.506696436437707e-11
4,4,1,9.270381268354444e-11
4,4,2,9.185694386622622e-11
4,4,3,9.255939215955882e-11
4,4,4,8.849205637499745e-11
4,4,5,8.860404662184527e-11
4,4,6,8.48155185987033e-11
4,4,7,7.02646900924666e-11
4,4,8,1.209444789995698e-10
4,4,9,9.266233976846338e-11
4,4,10,7.046363485077833e-11
4,5,1,1.4923953927428073e-10
4,5,2,1.984471672922775e-10
4,5,3,6.899267787754071e-11
4,5,4,6.795329977020566e-11
4,5,5,6.896394625932079e-11
4,5,6,1.5048376396608702e-10
4,5,7,6.831993353036015e-11
4,5,8,6.999059472834917e-11
4,5,9,1.6485871976253707e-10
4,5,10,6.899967709193622e-11
4,6,1,6.574113828482957e-11
4,6,2,5.60828573651598e-9
4,6,3,6.54413733300253e-11
4,6,4,6.549046930087454e-11
4,6,5,6.686128128658952e-11
4,6,6,6.561938036171882e-11
4,6,7,2.896321925074027e-10
4,6,8,9.812794398787023e-11
4,6,9,6.531541668485087e-11
4,6,10,7.098491903001049e-6
4,7,1,7.03998279408448e-11
4,7,2,0.00024996719795840236
4,7,3,6.044184263367518e-11
4,7,4,6.039572559000805e-11
4,7,5,7.543009981218855e-11
4,7,6,6.995941664826785e-11
4,7,7,7.126846993659556e-5
4,7,8,6.249974374886815e-11
4,7,9,6.038567119941852e-11
4,7,10,0.0003391932846061227
4,8,1,6.473839291827039e-11
4,8,2,0.0001462193315072695
4,8,3,6.457536845263937e-11
4,8,4,6.257152339785493e-11
4,8,5,6.334901974251749e-11
4,8,6,6.25987416967727e-11
4,8,7,4.63581471764352e-10
4,8,8,0.01951441662443767
4,8,9,6.437704063691188e-11
4,8,10,6.410770083767782e-11
4,9,1,7.280837151209104e-11
4,9,2,0.0011267006781274466
4,9,3,6.969183816906456e-11
4,9,4,6.969192615885231e-11
4,9,5,0.0004404614849822797
4,9,6,7.861626692772494e-11
4,9,7,7.36743656142877e-11
4,9,8,7.79742592178082e-11
4,9,9,1.0192189132554277e-10
4,9,10,7.426585050133041e-11
4,10,1,8.647391680347508e-11
4,10,2,8.036475269261258e-11
4,10,3,8.686242480776595e-11
4,10,4,8.664654107958498e-11
4,10,5,7.912613766872977e-11
4,10,6,7.922478927401506e-11
4,10,7,8.828551680163041e-11
4,10,8,6.44479279605412e-10
4,10,9,8.639508109691769e-11
4,10,10,8.066004082271347e-11
4,11,1,9.13915788684511e-11
4,11,2,8.834671355433347e-11
4,11,3,9.155517859486378e-11
4,11,4,9.148552257165262e-11
4,11,5,9.194646860618068e-11
4,11,6,9.135562380183808e-11
4,11,7,9.273838919286864e-11
4,11,8,1.2150559702901942e-10
4,11,9,8.799839317762141e-11
4,11,10,9.363559709308828e-11
4,12,1,9.346501300770097e-11
4,12,2,9.438736658031009e-11
4,12,3,9.37332923649891e-11
4,12,4,9.366088865314721e-11
4,12,5,8.950747624613833e-11
4,12,6,8.973456326196848e-11
4,12,7,9.385788880921841e-11
4,12,8,1.0237446671547283e-10
4,12,9,9.357711237160729e-11
4,12,10,9.424195633496314e-11
4,13,1,9.343921024223741e-11
4,13,2,1.0788624360189518e-10
4,13,3,9.37172171375468e-11
4,13,4,9.364141675210141e-11
4,13,5,9.350524958988868e-11
4,13,6,9.334313479664248e-11
4,13,7,9.370622779413392e-11
4,13,8,9.660778317689156e-11
4,13,9,9.356273512923801e-11
4,13,10,9.418426742502897e-11
4,14,1,9.26320871883714e-11
4,14,2,9.339404081546739e-11
4,14,3,9.288802736378909e-11
4,14,4,9.282162967329643e-11
4,14,5,8.870813909557856e-11
4,14,6,9.241992525569889e-11
4,14,7,8.837884750191316e-11
4,14,8,1.0929586616637571e-10
4,14,9,9.273557353242544e-11
4,14,10,9.330273001322267e-11
4,15,1,8.757773651542672e-11
4,15,2,8.274500663325024e-11
4,15,3,8.843017433243861e-11
4,15,4,8.818395960705386e-11
4,15,5,8.158322687852665e-11
4,15,6,8.102012173164313e-11
