bus_code,hour,scen,deficit
1,9,3,1.2607408172993217e-11
1,9,4,1.260760940091643e-11
1,9,5,1.0212615475513331e-11
1,9,6,1.2386210113124463e-11
1,9,7,1.2562843126895373e-11
1,9,8,1.2431354556863283e-11
1,9,9,1.1944958910881098e-11
1,9,10,1.2541329086346309e-11
1,10,1,1.2146447042615804e-11
1,10,2,1.2227833329214732e-11
1,10,3,1.2140049382436402e-11
1,10,4,1.2143643729478626e-11
1,10,5,1.2312428854244217e-11
1,10,6,1.2276582528336633e-11
1,10,7,1.2121088854843975e-11
1,10,8,1.0331960981213584e-11
1,10,9,1.2148469730188793e-11
1,10,10,1.218263337432468e-11
1,11,1,1.2009806343860063e-11
1,11,2,1.1996053456142519e-11
1,11,3,1.2012661698701521e-11
1,11,4,1.2011728417471446e-11
1,11,5,1.2014073763610966e-11
1,11,6,1.2030772211790719e-11
1,11,7,1.2005917093826923e-11
1,11,8,1.1536046423676893e-11
1,11,9,1.2012113526083112e-11
1,11,10,1.1980808706235635e-11
1,12,1,1.1957334428158717e-11
1,12,2,1.1978990716032811e-11
1,12,3,1.1964058216351603e-11
1,12,4,1.1961570622887052e-11
1,12,5,1.2012755373769224e-11
1,12,6,1.197501126037892e-11
1,12,7,1.1978910918752916e-11
1,12,8,1.1835522145675625e-11
1,12,9,1.1963496165945386e-11
1,12,10,1.1971257318776907e-11
1,13,1,1.1961154289252818e-11
1,13,2,1.1681638295568675e-11
1,13,3,1.1965511914624472e-11
1,13,4,1.1962771051532428e-11
1,13,5,1.1981308306596716e-11
1,13,6,1.1982515674135996e-11
1,13,7,1.1975025138166728e-11
1,13,8,1.1949073674966115e-11
1,13,9,1.1966837243360118e-11
1,13,10,1.1971385688314129e-11
1,14,1,1.1977259462003786e-11
1,14,2,1.1997420418241589e-11
1,14,3,1.1984593872860216e-11
1,14,4,1.1980066244587917e-11
1,14,5,1.2007120991919251e-11
1,14,6,1.1990172743558958e-11
1,14,7,1.2050960923604137e-11
1,14,8,1.1707790986692501e-11
1,14,9,1.1983566916562438e-11
1,14,10,1.1990380910376075e-11
1,15,1,1.2111287667204707e-11
1,15,2,1.2160324830423619e-11
1,15,3,1.2098360507861727e-11
1,15,4,1.2099168889001533e-11
1,15,5,1.2263558224478999e-11
1,15,6,1.2288395995208035e-11
1,15,7,1.2178272279506075e-11
1,15,8,1.0709485381843464e-11
1,15,9,1.2108425373469345e-11
1,15,10,1.2216342520909862e-11
1,16,1,1.2454360459601688e-11
1,16,2,1.2440652674694519e-11
1,16,3,1.048212558418804e-11
1,16,4,1.0751795287422539e-11
1,16,5,1.2632721257954671e-11
1,16,6,1.2661927062396217e-11
1,16,7,1.2511356534128382e-11
1,16,8,1.24576668425469e-11
1,16,9,1.2412976896358785e-11
1,16,10,1.2402398552602278e-11
1,17,1,1.3765402012699823e-11
1,17,2,1.0204507377986616e-11
1,17,3,1.1283300682674025e-11
1,17,4,1.2015912570495502e-11
1,17,5,1.3882662380781952e-11
1,17,6,1.3693178535501005e-11
1,17,7,1.022660775507056e-11
1,17,8,1.0155366131359145e-11
1,17,9,1.3896342410113505e-11
1,17,10,1.376038866185425e-11
1,18,1,1.018339926273093e-11
1,18,2,1.0688630536215271e-11
1,18,3,1.0176165465836107e-11
1,18,4,1.0181092080507881e-11
1,18,5,1.66346103558368e-11
1,18,6,1.6637368566163602e-11
1,18,7,1.6192609753051812e-11
1,18,8,1.0195056604489494e-11
1,18,9,1.6934106894517242e-11
1,18,10,1.016849798807229e-11
1,19,1,1.2778902935828285e-11
1,19,2,1.133316010482055e-11
1,19,3,1.0200489758416253e-11
1,19,4,1.273689487213403e-11
1,19,5,1.1313047720840075e-11
1,19,6,2.2780576036662836e-11
1,19,7,1.128613522083377e-11
1,19,8,1.0237921621580881e-11
1,19,9,1.2685005823520612e-11
1,19,10,1.1662022042502329e-11
1,20,1,1.3319189501315165e-11
1,20,2,1.1218657947065225e-11
1,20,3,1.1143735240137786e-11
1,20,4,1.2872196364366317e-11
1,20,5,1.1200613353468114e-11
1,20,6,1.1114612702423088e-11
1,20,7,1.1106861957932423e-11
1,20,8,1.1000308303144024e-11
1,20,9,1.3065357823416335e-11
1,20,10,1.2638484009341866e-11
1,21,1,1.9434433229381654e-11
1,21,2,1.0179464909887415e-11
1,21,3,1.8892387654290133e-11
1,21,4,1.8882517077711825e-11
1,21,5,1.3232113321715033e-11
1,21,6,1.017050679785747e-11
1,21,7,1.0178254072901183e-11
1,21,8,1.0169417391514557e-11
1,21,9,1.0192711258349973e-11
1,21,10,1.0250966742120227e-11
1,22,1,1.1133403227114869e-11
1,22,2,1.0212688333899322e-11
1,22,3,1.5286150817361843e-11
1,22,4,1.561195617227895e-11
1,22,5,1.091983448109346e-11
1,22,6,1.0606453215711298e-11
1,22,7,1.5398803759891777e-11
1,22,8,1.0181876175519022e-11
1,22,9,1.5612688225585813e-11
1,22,10,1.059686713378305e-11
1,23,1,1.1196613081132512e-11
1,23,2,1.080967607092198e-11
1,23,3,1.2309934321885763e-11
1,23,4,1.4217977489794364e-11
1,23,5,1.4041014878563018e-11
1,23,6,1.0736220940055219e-11
1,23,7,1.1447842673817377e-11
1,23,8,1.0169060038478506e-11
1,23,9,1.422276532658806e-11
1,23,10,1.4081794758036281e-11
1,24,1,1.2597992093965615e-11
1,24,2,1.1407999545021141e-11
1,24,3,1.2453888614816222e-11
1,24,4,1.241531183415745e-11
1,24,5,1.2684978067944996e-11
1,24,6,1.3240516322232665e-11
1,24,7,1.2448903019546265e-11
1,24,8,1.0161455010759823e-11
1,24,9,1.2506037871951037e-11
1,24,10,1.1744369365906948e-11
3,1,1,8.148134944541141e-12
3,1,2,9.664116729091177e-12
3,1,3,3.38412492473239e-11
3,1,4,0.0
3,1,5,2.6067162317566783e-11
3,1,6,2.223138340085029e-11
3,1,7,1.016033090994739e-11
3,1,8,1.734222487836945e-11
3,1,9,1.9525311922841126e-11
3,1,10,3.1354641105707515e-12
3,2,1,0.0
3,2,2,8.757453096031043e-12
3,2,3,2.2489232698319483e-11
3,2,4,9.892475727468764e-12
3,2,5,1.1011455636200651e-11
3,2,6,1.4698964267978454e-11
3,2,7,2.302473489645962e-11
3,2,8,0.0
3,2,9,0.0
3,2,10,0.0
3,3,1,4.922304230881025e-11
3,3,2,2.2215562722749382e-11
3,3,3,1.7458076650989085e-11
3,3,4,2.796970988150349e-12
3,3,5,0.0
3,3,6,4.0315056848427844e-11
3,3,7,2.7309945971332183e-11
3,3,8,7.099182353087485e-13
3,3,9,0.0
3,3,10,0.0
3,4,1,3.3102118268679703e-11
3,4,2,0.0
3,4,3,2.3449575614620244e-11
3,4,4,0.0
3,4,5,5.031920713438609e-11
3,4,6,3.4298675011257274e-12
3,4,7,2.6055407831293564e-12
3,4,8,0.0
3,4,9,5.047917639444677e-11
3,4,10,3.015672433992478e-11
3,5,1,1.0100420499981055e-11
3,5,2,2.2784177322598964e-11
3,5,3,0.0
3,5,4,1.928215920266041e-11
3,5,5,1.533936866415786e-11
3,5,6,8.656228511760844e-12
3,5,7,7.254641332110623e-12
3,5,8,1.5488735294333367e-11
3,5,9,7.298953108580974e-12
3,5,10,2.8668276086385447e-11
3,6,1,9.329065298047112e-13
3,6,2,3.5323559355315837e-10
3,6,3,1.1054726578585417e-11
3,6,4,3.2865821175676047e-11
3,6,5,5.2271673101067506e-11
3,6,6,0.0
3,6,7,0.0
3,6,8,1.1724454740402734e-11
3,6,9,1.5738604863813066e-11
3,6,10,9.768366671103479e-12
3,7,1,2.6329771696254056e-12
3,7,2,4.175877699186259e-11
3,7,3,0.0
3,7,4,0.0
3,7,5,7.355532849473434e-12
3,7,6,0.0
3,7,7,2.1628393520600753e-11
3,7,8,1.6872031549652888e-11
3,7,9,3.0398544792475946e-11
3,7,10,5.930395063913352e-12
3,8,1,1.6699475136050523e-11
3,8,2,2.0464088756888543e-11
3,8,3,1.6595960716792035e-11
3,8,4,0.0
3,8,5,1.841642116584552e-11
3,8,6,8.321329736382665e-12
3,8,7,3.320399510897687e-13
3,8,8,1.0557305030189923e-11
3,8,9,6.108821781758422e-12
3,8,10,1.0901918257033572e-11
3,9,1,3.342764953728761e-11
3,9,2,0.0
3,9,3,2.971210777413802e-11
3,9,4,3.3124059051203858e-12
3,9,5,1.3718984281929636e-11
3,9,6,0.0
3,9,7,4.678896159404644e-12
3,9,8,2.5445742735108468e-11
3,9,9,2.8917118699567368e-11
3,9,10,4.7970932781638e-12
3,10,1,1.1157352819424204e-11
3,10,2,2.061752157889174e-11
3,10,3,1.109705383139925e-11
3,10,4,0.0
3,10,5,1.707622931945707e-11
3,10,6,1.6693993409866437e-11
3,10,7,2.34088304296165e-11
3,10,8,7.804534796207463e-12
3,10,9,0.0
3,10,10,4.819343535356069e-11
3,11,1,0.0
3,11,2,3.411905480366073e-11
3,11,3,2.5435042960708643e-11
3,11,4,0.0
3,11,5,4.0733943995618915e-12
3,11,6,1.897101920000921e-11
3,11,7,1.3936587994756167e-11
3,11,8,0.0
3,11,9,7.153361236689193e-12
3,11,10,1.1799616839169857e-11
3,12,1,1.8083395891821397e-11
3,12,2,1.1872475225160883e-11
3,12,3,6.8954980614321926e-12
3,12,4,2.4256111008646997e-11
3,12,5,4.3439155050783995e-11
3,12,6,2.8615790292896293e-11
3,12,7,5.365818900315844e-12
3,12,8,2.5036278605838902e-11
3,12,9,1.3840414925248012e-11
3,12,10,3.0848310017539404e-11
3,13,1,1.416547434907045e-11
3,13,2,3.015385163784856e-11
3,13,3,2.1592172494422357e-12
3,13,4,1.8412646407561795e-11
3,13,5,9.954842505877082e-12
3,13,6,1.6627768606447546e-11
3,13,7,2.878865201783043e-11
3,13,8,1.914531033708755e-11
3,13,9,5.892758503378559e-11
3,13,10,2.1262699934077034e-11
3,14,1,6.651248996014658e-12
3,14,2,4.6180240187432275e-11
3,14,3,2.233310758548157e-11
3,14,4,4.654693297467816e-12
3,14,5,8.35342905958214e-12
3,14,6,4.504030481911059e-11
3,14,7,1.4499235145848388e-11
3,14,8,1.8562637538188653e-11
3,14,9,1.244981895354158e-11
3,14,10,6.646683203825887e-12
3,15,1,2.3856389086418517e-11
3,15,2,2.3831048245881448e-11
3,15,3,0.0
3,15,4,1.4986664687022255e-11
3,15,5,4.4940440258045555e-13
3,15,6,0.0
3,15,7,1.5904638717145758e-11
3,15,8,3.2616659373374546e-11
3,15,9,1.2786521841334775e-11
3,15,10,2.4547530674823292e-11
3,16,1,3.273072091136697e-11
3,16,2,1.438785202090287e-11
3,16,3,0.0
3,16,4,0.0
3,16,5,5.85186066270893e-12
3,16,6,2.4608218240906865e-11
3,16,7,2.960706679822067e-11
3,16,8,3.014560823189072e-11
3,16,9,4.826535004998078e-11
3,16,10,0.0
3,17,1,2.391244147137428e-11
3,17,2,5.004748004910908e-11
3,17,3,5.1642606857527085e-11
3,17,4,0.0
3,17,5,6.294464949263556e-12
3,17,6,9.088521601974264e-12
3,17,7,8.310116483833951e-12
3,17,8,5.062932018073951e-11
3,17,9,1.2315551356500976e-11
3,17,10,0.0
3,18,1,0.0
3,18,2,1.78582149068518e-11
3,18,3,0.0
3,18,4,9.16189346611418e-12
3,18,5,2.2117377374009095e-11
3,18,6,3.033875928259988e-11
3,18,7,3.963837591491881e-11
3,18,8,0.0
3,18,9,2.010591693135666e-11
3,18,10,0.0
3,19,1,4.392768093719468e-11
3,19,2,4.9223833342715295e-11
3,19,3,2.6626506555160745e-11
3,19,4,1.4914861012904623e-11
3,19,5,0.0
3,19,6,2.4295884748504193e-11
3,19,7,4.659579666554947e-11
3,19,8,0.0
3,19,9,0.0
3,19,10,4.5596512676659984e-11
3,20,1,0.0
3,20,2,2.1497012503424173e-11
3,20,3,9.922174193377487e-12
3,20,4,7.967210224890664e-12
3,20,5,1.3924084107941326e-11
3,20,6,2.3599691645337373e-11
3,20,7,0.0
3,20,8,1.6001575064983342e-11
3,20,9,3.529115888412093e-11
3,20,10,8.382157468123097e-11
3,21,1,7.616268726806652e-13
3,21,2,0.0
3,21,3,1.2275125360616812e-11
3,21,4,2.7697538707016633e-11
3,21,5,6.389333506717776e-14
3,21,6,3.935241021935099e-12
3,21,7,0.0
3,21,8,0.0
3,21,9,7.686601355416656e-12
3,21,10,1.1900175289625281e-11
3,22,1,2.1995599785995523e-12
3,22,2,0.0
3,22,3,1.9550305818683e-11
3,22,4,2.5278112936177877e-11
3,22,5,3.890623934132975e-12
3,22,6,2.0295432001660174e-11
3,22,7,2.1560545016008348e-11
3,22,8,0.0
3,22,9,1.567494745113862e-11
3,22,10,7.2189892952323476e-12
3,23,1,2.6356000715210826e-12
3,23,2,0.0
3,23,3,8.916277438597575e-11
3,23,4,1.7695803156136947e-11
3,23,5,6.989533951617943e-12
3,23,6,0.0
3,23,7,3.388479774546482e-11
3,23,8,7.2281902685489285e-12
3,23,9,2.5508983814148678e-11
3,23,10,7.740197371930435e-12
3,24,1,3.155907479790443e-11
3,24,2,2.152560074630827e-11
3,24,3,2.439914936758214e-11
3,24,4,2.0677029533011648e-11
3,24,5,0.0
3,24,6,0.0
3,24,7,1.8477858132470715e-11
3,24,8,2.4424906541753444e-14
3,24,9,1.6352627585369817e-11
3,24,10,6.863569435022754e-11
5,1,1,1.5364556849029043e-11
5,1,2,3.407660958965053e-11
5,1,3,0.0
5,1,4,1.8925083722365343e-11
5,1,5,7.79994818733698e-12
5,1,6,2.865301051979685e-11
5,1,7,1.5968615318939783e-12
5,1,8,9.276239498756667e-12
5,1,9,2.209222388360743e-11
5,1,10,6.533731888858085e-12
5,2,1,2.0803740674590898e-11
5,2,2,2.0855026039434676e-11
5,2,3,5.816291892557501e-12
5,2,4,5.956769799642103e-12
5,2,5,0.0
5,2,6,0.0
5,2,7,1.6838835881216596e-11
5,2,8,3.187806268956095e-11
5,2,9,2.2529429710704818e-11
5,2,10,1.3751645655535327e-11
5,3,1,0.0
5,3,2,2.0892072793987637e-11
5,3,3,1.5899850880352062e-12
5,3,4,8.302789011871425e-12
5,3,5,1.1186586379441366e-11
5,3,6,7.788235334427185e-12
5,3,7,0.0
5,3,8,2.031332740903835e-11
5,3,9,4.2682100909186005e-11
5,3,10,1.6471685126973057e-12
5,4,1,9.0672747088405e-12
5,4,2,4.649593904337834e-11
5,4,3,3.055014574648851e-11
5,4,4,8.066811107987348e-13
5,4,5,0.0
5,4,6,2.0520224408571153e-11
5,4,7,9.473956341654599e-12
5,4,8,1.795672638360557e-11
5,4,9,0.0
5,4,10,2.4291728351055752e-11
5,5,1,4.57490989536069e-12
5,5,2,2.0378511378371655e-11
5,5,3,2.4134888532145737e-11
5,5,4,1.50235032747581e-11
5,5,5,1.6441084604856826e-11
5,5,6,1.1056391913122354e-11
5,5,7,2.7320354312188044e-11
5,5,8,1.3615920890774902e-11
5,5,9,1.5134629660629173e-11
5,5,10,1.2880217725719234e-11
5,6,1,2.706392054907525e-11
5,6,2,0.0
5,6,3,9.847844761878832e-12
5,6,4,3.908463830359921e-12
5,6,5,0.0
5,6,6,6.513949102338046e-12
5,6,7,0.0
5,6,8,0.0
5,6,9,1.169997432270975e-11
5,6,10,0.0
5,7,1,1.8480605934456662e-11
5,7,2,1.502517554818894e-11
5,7,3,2.4620576410949724e-11
5,7,4,2.1428123164746182e-11
5,7,5,1.838136587384298e-11
5,7,6,2.308309099419148e-11
5,7,7,7.459324824488078e-12
5,7,8,7.63796664804417e-12
5,7,9,8.221541503150576e-12
5,7,10,1.8306266225120993e-11
5,8,1,1.7346499237014257e-11
5,8,2,1.6084494847135034e-11
5,8,3,1.4484330401742795e-11
5,8,4,3.440943363575144e-11
5,8,5,1.8286261393996028e-11
5,8,6,1.555316986312505e-11
5,8,7,7.82658660103408e-12
5,8,8,6.494568771664433e-12
5,8,9,2.3580165597891778e-11
5,8,10,1.9890221414353704e-11
5,9,1,3.0078509127839936e-12
5,9,2,2.148512617816678e-11
5,9,3,1.410468269957832e-11
5,9,4,9.968220693323815e-12
5,9,5,5.167116734483557e-12
5,9,6,2.8064710277941884e-11
5,9,7,2.7735994057032087e-11
5,9,8,1.5103855666165344e-11
5,9,9,2.353749140038275e-12
5,9,10,1.5007710352232806e-11
5,10,1,4.688985311140925e-12
5,10,2,1.461815390957355e-11
5,10,3,1.0279346818187207e-11
5,10,4,8.901726578081082e-12
5,10,5,1.3571407886381337e-11
5,10,6,1.484166956000621e-11
5,10,7,1.9125978578671265e-11
5,10,8,0.0
5,10,9,1.7033333077343116e-11
5,10,10,0.0
5,11,1,2.1335516686704636e-11
5,11,2,1.6400179825293293e-11
5,11,3,8.092845837914808e-12
5,11,4,3.04952521568147e-11
5,11,5,1.604263250021276e-11
5,11,6,7.708444993426156e-12
5,11,7,5.957956350499671e-12
5,11,8,1.5546910980823725e-11
5,11,9,1.0191847366058937e-12
5,11,10,6.2292948577180596e-12
5,12,1,1.1502909735838784e-11
5,12,2,1.559733592282342e-11
5,12,3,1.1458084481219544e-11
5,12,4,4.2010978029694e-12
5,12,5,3.1183181037341967e-12
5,12,6,1.1448800241176116e-11
5,12,7,7.118652889381849e-12
5,12,8,0.0
5,12,9,2.4162907785729715e-11
5,12,10,1.0629414015639327e-11
5,13,1,1.4288570326925765e-13
5,13,2,5.514040612997206e-12
5,13,3,5.763049759632821e-12
5,13,4,2.5304494610800532e-11
5,13,5,2.359300949050791e-11
5,13,6,1.6225146226567233e-11
5,13,7,2.925701347855636e-12
5,13,8,4.49792286749684e-12
5,13,9,6.2786720267382634e-12
5,13,10,1.7493270720869702e-11
5,14,1,1.6768919586240827e-11
5,14,2,4.401853881397244e-12
5,14,3,1.7999358947751176e-11
5,14,4,2.8430105492027735e-11
5,14,5,3.875279264153875e-11
5,14,6,5.184665197166538e-12
5,14,7,1.2352327494191684e-11
5,14,8,3.011785265627509e-11
5,14,9,2.458311332276253e-12
5,14,10,1.0075017209398851e-11
5,15,1,1.1478179517965259e-11
5,15,2,5.440793648947562e-12
5,15,3,1.784963843398657e-11
5,15,4,1.562631968266004e-12
5,15,5,4.051047691744358e-11
5,15,6,1.693200440966436e-11
5,15,7,1.1289198742492346e-11
5,15,8,3.592362518567427e-12
5,15,9,5.0350418279165865e-12
5,15,10,0.0
5,16,1,1.0043146869698205e-11
5,16,2,2.1240488534690627e-11
5,16,3,3.9466846457614224e-11
5,16,4,1.5797349539603545e-11
5,16,5,2.2250992715022733e-11
5,16,6,1.2359578638321267e-11
5,16,7,3.479945498430226e-12
5,16,8,1.9661217098843053e-11
5,16,9,1.1674376743098236e-11
5,16,10,1.577620672987834e-11
5,17,1,2.090065620574677e-11
5,17,2,3.9535735796292215e-12
5,17,3,0.0
5,17,4,6.638890825971799e-12
5,17,5,1.6969661786880863e-11
5,17,6,3.8401781754515696e-12
5,17,7,1.8833094805881245e-11
5,17,8,4.3327147425387125e-12
5,17,9,2.1694340768263487e-11
5,17,10,3.377177010266408e-11
5,18,1,1.4783778368165912e-11
5,18,2,1.915134717478395e-13
5,18,3,1.9181913002430662e-11
5,18,4,1.6722866147400595e-11
5,18,5,1.7729595569448975e-11
5,18,6,2.240849172885362e-11
5,18,7,7.804062951421997e-12
5,18,8,1.706378094379346e-11
5,18,9,1.968445545452724e-11
5,18,10,1.6438808647656344e-11
5,19,1,2.873292576088815e-11
5,19,2,1.0961488661198615e-11
5,19,3,1.5515810858346413e-11
5,19,4,3.840799206455969e-11
5,19,5,3.740766724158462e-11
5,19,6,2.1308239894768377e-11
5,19,7,1.1560981338920584e-11
5,19,8,1.575622965432899e-11
5,19,9,9.272312084807055e-12
5,19,10,1.512803771142046e-11
5,20,1,1.6230600197175704e-11
5,20,2,0.0
5,20,3,1.0143781647986572e-11
5,20,4,1.195764320893744e-11
5,20,5,1.5666891395316185e-11
5,20,6,2.56322740810333e-12
5,20,7,1.2787389203072763e-11
5,20,8,8.893406844290297e-12
5,20,9,1.0459390298311888e-11
5,20,10,0.0
5,21,1,1.700679180816067e-11
5,21,2,8.643134818964171e-12
5,21,3,2.3658623671263257e-11
5,21,4,2.5907602452246437e-11
5,21,5,8.781669835755679e-12
5,21,6,2.0580079307386256e-11
5,21,7,1.7432028043273817e-11
5,21,8,2.5407578818636978e-11
5,21,9,7.67860081074545e-12
5,21,10,0.0
5,22,1,0.0
5,22,2,1.563116996949887e-11
5,22,3,1.2920671477179013e-11
5,22,4,1.3200648907307766e-11
5,22,5,1.635927504572976e-11
5,22,6,0.0
5,22,7,1.529683324452691e-11
5,22,8,6.736701474441276e-12
5,22,9,1.2115683456492832e-11
5,22,10,2.959715805772589e-12
5,23,1,1.7651789752104463e-11
5,23,2,8.914015359184901e-12
5,23,3,2.99638994172291e-11
5,23,4,4.362760153142631e-12
5,23,5,2.68949446047273e-12
5,23,6,5.46453438055039e-11
5,23,7,0.0
5,23,8,0.0
5,23,9,2.0456969451743134e-12
5,23,10,1.897258045113759e-11
5,24,1,0.0
5,24,2,1.4618306565239436e-11
5,24,3,1.1588389969841018e-11
5,24,4,2.6304215750005966e-11
5,24,5,1.7924328687968227e-11
5,24,6,2.3608962007592993e-12
5,24,7,1.968610691127637e-11
5,24,8,1.372721381009967e-12
5,24,9,1.9929280448138798e-11
5,24,10,0.0
7,1,1,1.3208889537708046e-10
7,1,2,0.0
7,1,3,0.0
7,1,4,0.0
7,1,5,3.720205810076038e-10
7,1,6,0.0
7,1,7,1.4889611765767086e-10
7,1,8,9.950285040360995e-11
7,1,9,1.449051989510508e-11
7,1,10,0.0
7,2,1,0.0
7,2,2,1.2345280353542876e-10
7,2,3,0.0
7,2,4,0.0
7,2,5,2.8461677459290513e-11
7,2,6,2.4608742821286e-10
7,2,7,0.0
7,2,8,7.078843067276352e-11
7,2,9,0.0
7,2,10,0.0
7,3,1,0.0
7,3,2,0.0
7,3,3,1.3445689006630346e-10
7,3,4,7.150724457005708e-12
7,3,5,0.0
7,3,6,1.9627688363499374e-11
7,3,7,0.0
7,3,8,2.3796020709454524e-11
7,3,9,1.2563328155579256e-10
7,3,10,2.846641256049054e-10
7,4,1,1.5084716808999588e-10
7,4,2,2.712950974981254e-10
7,4,3,0.0
7,4,4,6.38372965600098e-10
7,4,5,0.0
7,4,6,0.0
7,4,7,5.048417239805758e-11
7,4,8,0.0
7,4,9,0.0
7,4,10,0.0
7,5,1,0.0
7,5,2,0.0
7,5,3,0.0
7,5,4,0.0
7,5,5,0.0
7,5,6,8.774059256921873e-11
7,5,7,3.7348574233320164e-10
7,5,8,0.0
7,5,9,1.532635129919413e-10
7,5,10,1.9949203400315696e-10
7,6,1,0.0
7,6,2,3.4681734595309877e-8
7,6,3,2.4734664316738986e-10
7,6,4,3.1097902031262947e-12
7,6,5,0.0
7,6,6,1.3676709764709472e-10
7,6,7,8.254899303006269e-8
7,6,8,0.0
7,6,9,0.0
7,6,10,0.0
7,7,1,1.4397893988160604e-10
7,7,2,2.9557190028839386e-11
7,7,3,0.0
7,7,4,0.0
7,7,5,0.0
7,7,6,1.44857958961353e-10
7,7,7,1.6400431013252614e-10
7,7,8,1.1320944182102721e-12
7,7,9,9.65122981533284e-11
7,7,10,2.433939161328169e-10
7,8,1,0.0
7,8,2,0.0
7,8,3,6.434569543856128e-11
7,8,4,0.0
7,8,5,0.0
7,8,6,0.0
7,8,7,0.0
7,8,8,0.0
7,8,9,0.0
7,8,10,1.8330759132823005e-10
7,9,1,1.9180457222489622e-10
7,9,2,0.0
7,9,3,1.0545042616882938e-10
7,9,4,0.0
7,9,5,0.0
7,9,6,0.0
7,9,7,4.8548220998867464e-11
7,9,8,1.0063161415274635e-10
7,9,9,0.0
7,9,10,2.8925956074843384e-10
7,10,1,1.431725848988208e-10
7,10,2,0.0
7,10,3,1.604911203934023e-10
7,10,4,0.0
7,10,5,0.0
7,10,6,1.3048173652663309e-11
7,10,7,0.0
7,10,8,1.8528983902754703e-10
7,10,9,3.493659250786152e-10
7,10,10,3.380946078657132e-10
7,11,1,0.0
7,11,2,0.0
7,11,3,0.0
7,11,4,1.6237550193309858e-10
7,11,5,7.049799632952158e-11
7,11,6,0.0
7,11,7,0.0
7,11,8,5.900352428866995e-11
7,11,9,0.0
7,11,10,0.0
7,12,1,0.0
7,12,2,0.0
7,12,3,4.638311401627959e-10
7,12,4,0.0
7,12,5,2.438371171642473e-10
7,12,6,0.0
7,12,7,0.0
7,12,8,0.0
7,12,9,0.0
7,12,10,0.0
7,13,1,2.5409707671286696e-10
7,13,2,2.345029725958625e-11
7,13,3,0.0
7,13,4,0.0
7,13,5,2.5846325080181032e-11
7,13,6,8.744704960150784e-11
7,13,7,0.0
7,13,8,9.112971488534072e-11
7,13,9,0.0
7,13,10,0.0
7,14,1,5.366090904956877e-11
7,14,2,0.0
7,14,3,0.0
7,14,4,2.2979418368151983e-10
7,14,5,0.0
7,14,6,0.0
7,14,7,1.2274459226802037e-11
7,14,8,0.0
