bus_code,hour,scen,batStorage
1,17,4,0.02719616658546862
1,17,5,0.009770754461345468
1,17,6,0.0026494874899382565
1,17,7,2.6612325963923697e-8
1,17,8,0.019403778092579795
1,17,9,0.01773309433498301
1,17,10,1.703668943878835e-10
1,18,1,0.03179997080468821
1,18,2,1.5190226203794636e-6
1,18,3,0.0272223081909434
1,18,4,0.01360477570701498
1,18,5,0.007269550814546435
1,18,6,0.0009520086136793806
1,18,7,2.0845636371630092e-7
1,18,8,0.031799967832693884
1,18,9,0.008847212914039322
1,18,10,0.00011060079590559493
1,19,1,0.03179999995875003
1,19,2,2.2583463854787094e-10
1,19,3,8.049143012321828e-11
1,19,4,4.1721739885763445e-11
1,19,5,6.192697732278809e-11
1,19,6,8.211436593404862e-11
1,19,7,7.912199296959327e-11
1,19,8,0.03179999998267614
1,19,9,6.841895038722384e-11
1,19,10,8.555178713039932e-9
1,20,1,8.809938623693023e-11
1,20,2,0.03179999976671881
1,20,3,0.03179999994278011
1,20,4,0.03179999994889615
1,20,5,0.031799999811807665
1,20,6,0.03179999975621298
1,20,7,0.031799999823321205
1,20,8,1.4885936426808184e-11
1,20,9,0.031799999968799175
1,20,10,0.03179996422448694
1,21,1,7.490556482523744e-11
1,21,2,1.2194028726409084e-10
1,21,3,0.022832508572148337
1,21,4,0.024418443690581375
1,21,5,0.015516082336143199
1,21,6,0.015516233683895188
1,21,7,0.015516169856213959
1,21,8,0.03179999995751387
1,21,9,0.0019405154000968771
1,21,10,0.015614958979309687
1,22,1,8.875240430835266e-11
1,22,2,0.03179999995989135
1,22,3,0.015425131000387128
1,22,4,0.018106795041160386
1,22,5,0.00030526785171344485
1,22,6,0.0003057293328885395
1,22,7,0.00030552441135013375
1,22,8,0.024695716734250837
1,22,9,1.0856230653924593e-10
1,22,10,0.0005037306975429573
1,23,1,1.4075870776293577e-10
1,23,2,1.9613767455766973e-10
1,23,3,0.03179999862897509
1,23,4,0.02667881893745429
1,23,5,1.758114119481773e-9
1,23,6,1.3753157954856085e-9
1,23,7,1.7290076675842568e-9
1,23,8,0.031799999738339725
1,23,9,1.581514065667763e-10
1,23,10,5.69049616006381e-8
1,24,1,1.1330558190136821e-11
1,24,2,1.1833870327967608e-10
1,24,3,3.454147384784889e-11
1,24,4,3.866810691088851e-11
1,24,5,1.052972997175232e-10
1,24,6,1.1892342197878516e-10
1,24,7,6.164785957539048e-11
1,24,8,1.8880869090409647e-12
1,24,9,8.586922529441839e-11
1,24,10,2.6134845438957906e-9
2,1,1,0.11327431503719582
2,1,2,0.11798037255107224
2,1,3,0.11931458426833877
2,1,4,0.11620017027895964
2,1,5,0.11236804636282365
2,1,6,0.10910072346177878
2,1,7,0.106075216470946
2,1,8,0.09030206024785753
2,1,9,0.09327016587113662
2,1,10,0.11133975801453799
2,2,1,0.09362124861444383
2,2,2,0.10303544000793728
2,2,3,0.10508773765834928
2,2,4,0.09947426799245546
2,2,5,0.09180853955123901
2,2,6,0.08527412606286854
2,2,7,0.0792241690290173
2,2,8,0.1296951857706554
2,2,9,0.06599227828023699
2,2,10,0.08975531920539241
2,3,1,0.06195099888802375
2,3,2,0.07607229178546712
2,3,3,0.07884145989154749
2,3,4,0.07072876136434471
2,3,5,0.05285638717008366
2,3,6,0.053384884749628006
2,3,7,0.040356045805725715
2,3,8,0.09185820076891624
2,3,9,0.12806609934780291
2,3,10,0.056152721091921154
2,4,1,0.04647550048033585
2,4,2,0.05859274853061144
2,4,3,0.062078437559964214
2,4,4,0.05146713758456894
2,4,5,0.022658617205627708
2,4,6,0.019879542967296663
2,4,7,0.010969084600760046
2,4,8,0.12660913946641567
2,4,9,0.1313999985905514
2,4,10,0.032030396604668186
2,5,1,0.04462828641562108
2,5,2,0.05473730458467148
2,5,3,0.05894757192886488
2,5,4,0.04582958156567604
2,5,5,0.006085994943076445
2,5,6,2.4379969601406598e-8
2,5,7,1.7532389131030216e-9
2,5,8,0.08609891074965202
2,5,9,0.13139999911796854
2,5,10,0.021535539541830878
2,6,1,0.05278027395818053
2,6,2,0.06113659362282895
2,6,3,0.06584139213917958
2,6,4,0.05265514827067397
2,6,5,3.301883209669014e-8
2,6,6,7.265787203421962e-9
2,6,7,5.003826969445117e-9
2,6,8,0.05992760107986496
2,6,9,0.07846026425910224
2,6,10,0.027908855628597563
2,7,1,0.08161954012229987
2,7,2,0.08389222693706186
2,7,3,0.07972303726988068
2,7,4,0.0687479076254472
2,7,5,2.3179217577767252e-9
2,7,6,0.01044483158278104
2,7,7,0.05349317859064249
2,7,8,0.0005294413420134988
2,7,9,0.031166567918189586
2,7,10,0.06057280621368616
2,8,1,0.1279351518155949
2,8,2,0.13139999984584136
2,8,3,0.11107059342765438
2,8,4,0.11027605620529524
2,8,5,0.01822327208792493
2,8,6,0.04253235026531966
2,8,7,0.13139999772167166
2,8,8,0.12796693190862976
2,8,9,3.931248560786143e-11
2,8,10,0.13139999745736594
2,9,1,2.605668955290551e-10
2,9,2,5.439757918773402e-10
2,9,3,2.844813417587073e-10
2,9,4,2.8555018046913997e-10
2,9,5,2.477432111267163e-10
2,9,6,5.71782239023198e-10
2,9,7,6.787738336447295e-10
2,9,8,0.13139999992471152
2,9,9,0.1313999999457475
2,9,10,7.451402413124278e-9
2,10,1,2.8765746632664186e-9
2,10,2,3.632396335839282e-10
2,10,3,0.0010904678372599182
2,10,4,8.767139209509481e-9
2,10,5,7.108602565399745e-9
2,10,6,5.26481072192246e-10
2,10,7,0.09778030165761672
2,10,8,0.13139999840002342
2,10,9,0.08554154277240969
2,10,10,0.10813075108518945
2,11,1,5.985077593942935e-9
2,11,2,1.5805850927633027e-8
2,11,3,1.2783704105137077e-9
2,11,4,4.915791125108169e-9
2,11,5,4.539593199157154e-9
2,11,6,1.065900875935739e-9
2,11,7,0.06456207868171582
2,11,8,0.13139999957210005
2,11,9,2.1101028212279874e-9
2,11,10,4.9401313575762285e-8
2,12,1,0.05445611690566241
2,12,2,0.018611934011828996
2,12,3,0.05640925099491918
2,12,4,3.159187060738132e-10
2,12,5,1.0692113244398917e-9
2,12,6,0.09781249950687088
2,12,7,0.10061678336757307
2,12,8,0.1313999995417699
2,12,9,0.056274652112851355
2,12,10,0.06752576524141315
2,13,1,0.10811684649367939
2,13,2,3.954424687732079e-9
2,13,3,0.11193146334452714
2,13,4,0.13139999969414193
2,13,5,0.13139999915085568
2,13,6,0.09216026807828534
2,13,7,0.1313999987461701
2,13,8,4.142172946959708e-10
2,13,9,0.11169804747454888
2,13,10,0.13139998518039342
2,14,1,0.13139999950577447
2,14,2,0.009040287517897356
2,14,3,0.13139999924648993
2,14,4,0.1313999984339905
2,14,5,0.1313999994929186
2,14,6,0.13139999912551387
2,14,7,0.1313999954076624
2,14,8,1.1119123848377597e-10
2,14,9,0.13139999955144435
2,14,10,0.05513272733903806
2,15,1,0.12404226047833576
2,15,2,2.4745727615802065e-9
2,15,3,0.10732256321777123
2,15,4,0.13139999968684696
2,15,5,0.13139999941897856
2,15,6,0.09318409963530067
2,15,7,0.004504458110872373
2,15,8,2.625391701005399e-9
2,15,9,0.13139999963394106
2,15,10,3.3841597813178508e-9
2,16,1,0.13139999991464066
2,16,2,1.3463749585145022e-10
2,16,3,0.09275188659498773
2,16,4,0.13139999982051864
2,16,5,0.08075967776071193
2,16,6,0.050033583937462926
2,16,7,2.51957634623239e-8
2,16,8,0.0356362910128089
2,16,9,0.1164971033521591
2,16,10,2.041127947094528e-10
2,17,1,0.13139999988193388
2,17,2,1.6406578210469966e-7
2,17,3,0.08823725809730039
2,17,4,0.10380929807710625
2,17,5,0.0491280905682759
2,17,6,0.02530823229546284
2,17,7,2.6749448201305424e-8
2,17,8,0.0827145942022601
2,17,9,0.07066970252878726
2,17,10,1.9915685834626943e-10
2,18,1,0.13139997064634287
2,18,2,1.5276221606074254e-6
2,18,3,0.08261128690673492
2,18,4,0.05192272123658318
2,18,5,0.031017381559870952
2,18,6,0.011644223842030087
2,18,7,2.101798473788399e-7
2,18,8,0.13139995909175106
2,18,9,0.03528285121782254
2,18,10,0.00013238264564990635
2,19,1,0.13139999995604665
2,19,2,2.263367666381537e-10
2,19,3,8.393435785508036e-11
2,19,4,4.224130671342702e-11
2,19,5,6.252362014169174e-11
2,19,6,8.306926061239534e-11
2,19,7,8.13779812542323e-11
2,19,8,0.13139999998174684
2,19,9,6.927252379933842e-11
2,19,10,8.625752939686476e-9
2,20,1,9.039559284246793e-11
2,20,2,0.1313999997653379
2,20,3,0.13139999994230298
2,20,4,0.13139999994830795
2,20,5,0.13139999981081238
2,20,6,0.13139999975342045
2,20,7,0.13139999982207606
2,20,8,1.5490464305554466e-11
2,20,9,0.13139999996754056
2,20,10,0.13139995904171137
2,21,1,8.071323808456439e-11
2,21,2,1.2217379916052187e-10
2,21,3,0.10706385785100277
2,21,4,0.1000270905383623
2,21,5,0.07221064149278231
2,21,6,0.07221119162851916
2,21,7,0.07221125056216145
2,21,8,0.1313999999570108
2,21,9,0.028043399683737914
2,21,10,0.07214987338619563
2,22,1,9.454349663209852e-11
2,22,2,0.1313999999583801
2,22,3,0.0869458255202552
2,22,4,0.07154897439046062
2,22,5,0.015917907332280042
2,22,6,0.015917550928356252
2,22,7,0.01591791033443548
2,22,8,0.11213289719329217
2,22,9,1.149110627542617e-10
2,22,10,0.01581664978865052
2,23,1,1.4462050021001244e-10
2,23,2,2.0983970827050844e-10
2,23,3,0.13139999844968667
2,23,4,0.08343052366647692
2,23,5,1.7900059967955948e-9
2,23,6,1.392931547870227e-9
2,23,7,1.7594748148588087e-9
2,23,8,0.1313999997175724
2,23,9,1.62309676306501e-10
2,23,10,5.812958175644498e-8
2,24,1,0.0
2,24,2,2.31068050126617e-9
2,24,3,8.62935140011345e-10
2,24,4,0.0
2,24,5,1.8929941703404107e-9
2,24,6,0.0
2,24,7,5.0432559920633085e-11
2,24,8,7.7976114454259e-10
2,24,9,0.0
2,24,10,1.740157515312731e-9
3,1,1,0.048316668896094615
3,1,2,0.07297085057792048
3,1,3,0.07499952994190902
3,1,4,0.06025410210111413
3,1,5,0.05769809354446455
3,1,6,0.06709887645080254
3,1,7,0.04674184365891708
3,1,8,0.03399154914676904
3,1,9,0.031895720786921794
3,1,10,0.06341305435056513
3,2,1,0.02009749027113349
3,2,2,0.06831427421912412
3,2,3,0.05309402728293018
3,2,4,0.0439149776503032
3,2,5,0.07499996185246166
3,2,6,0.07499994954990526
3,2,7,0.046097146391939986
3,2,8,0.07347443879160621
3,2,9,1.880177780110348e-8
3,2,10,0.04663458019620389
3,3,1,4.0589093884419413e-8
3,3,2,0.04968066635205966
3,3,3,0.03491005902627723
3,3,4,0.023759045395582566
3,3,5,0.06052161188841388
3,3,6,0.07499984961021208
3,3,7,0.0032895494916753893
3,3,8,0.03116989380227613
3,3,9,0.06797197485203256
3,3,10,0.017445648669566605
3,4,1,0.012182024410463945
3,4,2,0.04006946274668207
3,4,3,0.010358897471887632
3,4,4,0.004773868780008194
3,4,5,0.05517050667560478
3,4,6,0.03022863037699053
3,4,7,6.320598465564061e-8
3,4,8,0.07148009559711334
3,4,9,0.07499999863779463
3,4,10,0.0016197533085755644
3,5,1,0.0008809894063340642
3,5,2,0.020933978290660078
3,5,3,2.837940536684771e-5
3,5,4,1.1024410112746301e-7
3,5,5,0.021982124937018656
3,5,6,1.3197115832976958e-8
3,5,7,1.6462510969881726e-9
3,5,8,0.059397018327881676
3,5,9,0.07499999927805438
3,5,10,7.017253502909059e-8
3,6,1,2.435732446991919e-8
3,6,2,0.03227215663673977
3,6,3,4.1371459304894104e-7
3,6,4,8.801289491138954e-8
3,6,5,2.311487179362171e-7
3,6,6,6.239813859600797e-9
3,6,7,3.182048321367771e-9
3,6,8,0.043494441878177886
3,6,9,0.0656202079277975
3,6,10,4.0957794968993756e-8
3,7,1,4.1495808601092863e-7
3,7,2,0.04080197263524129
3,7,3,0.005173095838525621
3,7,4,3.534249546744503e-8
3,7,5,2.2379912014829467e-9
3,7,6,2.8872098725028863e-8
3,7,7,0.008619730241782092
3,7,8,0.07499999996063761
3,7,9,0.061678489091253993
3,7,10,3.0613632727099984e-8
3,8,1,2.6461090777580623e-9
3,8,2,0.07499999984431868
3,8,3,1.6895687923022924e-9
3,8,4,2.737711139036464e-9
3,8,5,1.002881537208522e-9
3,8,6,1.7123097230053015e-9
3,8,7,0.0029054282505904137
3,8,8,8.141721079689657e-11
3,8,9,0.07499999350397317
3,8,10,2.7494215166957377e-8
3,9,1,2.741329334498326e-10
3,9,2,5.973533671807643e-10
3,9,3,3.170428662546043e-10
3,9,4,3.01200967396467e-10
3,9,5,2.8998340218678354e-10
3,9,6,7.683609488771865e-10
3,9,7,7.889812073768653e-10
3,9,8,5.303677009438669e-10
3,9,9,1.2823640732934198e-10
3,9,10,0.07499998668738421
3,10,1,1.454450275183452e-9
3,10,2,3.036854694880613e-10
3,10,3,0.06173645061512979
3,10,4,0.04474341727617417
3,10,5,2.003851042568167e-9
3,10,6,5.50553890339349e-10
3,10,7,3.9682932065169104e-8
3,10,8,0.07499999738102789
3,10,9,0.05786540110727551
3,10,10,0.07499999500570009
3,11,1,5.3337247601949125e-9
3,11,2,0.0749999897156493
3,11,3,8.497573961595952e-10
3,11,4,3.160337824166517e-8
3,11,5,9.140572477098752e-9
3,11,6,6.174290405257731e-10
3,11,7,1.2323970139759495e-8
3,11,8,0.07499999984957059
3,11,9,1.0278587589032944e-9
3,11,10,2.6585040497634503e-9
3,12,1,0.036942575724166385
3,12,2,0.07499999190364785
3,12,3,0.03776092010525527
3,12,4,0.07499999900923707
3,12,5,0.07499999943977365
3,12,6,0.07499999724935973
3,12,7,0.04075710896746513
3,12,8,5.976600866525211e-10
3,12,9,0.03775852530441635
3,12,10,0.03714531555979378
3,13,1,0.07310728297591271
3,13,2,1.5937283423469381e-9
3,13,3,0.07499994041618945
3,13,4,1.0306347123073594e-9
3,13,5,6.612696031713233e-10
3,13,6,3.5084247063635803e-9
3,13,7,0.0749999992043382
3,13,8,3.5287714348600194e-10
3,13,9,0.07499993885762095
3,13,10,0.07499999786786793
3,14,1,0.07499999959169068
3,14,2,0.028732273415461827
3,14,3,0.07499999929246387
3,14,4,0.07499999250810366
3,14,5,0.07499999956799051
3,14,6,0.07499999917520193
3,14,7,0.06176477345278927
3,14,8,1.0721283155871716e-10
3,14,9,0.07499999963605206
3,14,10,3.883775823021871e-9
3,15,1,0.02372540104709457
3,15,2,0.03729125085243916
3,15,3,0.07499999772498772
3,15,4,0.07499999973363956
3,15,5,0.07499999950686947
3,15,6,0.07499999776041984
3,15,7,0.07499999370850058
3,15,8,3.615490568105559e-9
3,15,9,0.07499999967012654
3,15,10,0.02181118826002836
3,16,1,0.0749999999226615
3,16,2,1.103496753682196e-10
3,16,3,0.0713788030742212
3,16,4,0.07499999984553812
3,16,5,0.05714778333598976
3,16,6,0.054364598700093504
3,16,7,0.021793177612981444
3,16,8,0.02017575271131935
3,16,9,0.053031763547163026
3,16,10,1.6879299387129835e-10
3,17,1,0.07499999981290868
3,17,2,0.015881522485941088
3,17,3,0.07075972738984272
3,17,4,0.055919199016195936
3,17,5,0.05905121036623604
3,17,6,0.052889549007928256
3,17,7,0.005789167165213655
3,17,8,0.04869673451983274
3,17,9,2.615981185274987e-8
3,17,10,1.6707586462062697e-10
3,18,1,0.07499997246494429
3,18,2,0.00711046456040187
3,18,3,0.07499999589216531
3,18,4,0.012130380553263282
3,18,5,0.07499998005479683
3,18,6,0.06290573759396857
3,18,7,0.00806713148946948
3,18,8,0.0749999864521966
3,18,9,0.037443406097967265
3,18,10,0.0007120661449571235
3,19,1,0.07499999996091661
3,19,2,8.27760173296265e-8
3,19,3,0.07499999982273771
3,19,4,0.07499999991198139
3,19,5,0.07499999971251331
3,19,6,0.07499999991021133
3,19,7,0.0749999940564941
3,19,8,0.07499999998285373
3,19,9,0.07499999995465258
3,19,10,0.0008543672145760425
3,20,1,8.59062505302818e-11
3,20,2,2.695179887036423e-8
3,20,3,3.4483771981827326e-9
3,20,4,6.322361481845114e-11
3,20,5,7.649875961553594e-11
3,20,6,5.600706193169485e-11
3,20,7,1.3512259363856476e-10
3,20,8,1.4758049490214172e-10
3,20,9,1.5857356493618848e-10
3,20,10,1.4086071631276274e-8
3,21,1,7.472551065538311e-11
3,21,2,0.07499999997136889
3,21,3,1.8067858527335363e-7
3,21,4,0.001543765858696208
3,21,5,0.009015047897497254
3,21,6,0.009015188212495823
3,21,7,0.00901406861303081
3,21,8,2.727165065532126e-11
3,21,9,2.124434477716929e-9
3,21,10,0.0041509824060909735
3,22,1,9.102591114112586e-11
3,22,2,5.611396298070636e-11
3,22,3,1.0868558964439125e-8
3,22,4,0.006129904887755607
3,22,5,0.021042205448052
3,22,6,0.02104462009095425
3,22,7,0.021042455335880218
3,22,8,0.07499985401716369
3,22,9,1.183450833506404e-10
3,22,10,0.018543467927597073
3,23,1,0.05100359883407137
3,23,2,0.07499999972654316
3,23,3,0.007642688567528108
3,23,4,0.052698791411793504
3,23,5,0.07499999993664964
3,23,6,0.07499999993786126
3,23,7,0.07499999993563418
3,23,8,0.07499999968647689
3,23,9,0.06615376566951991
3,23,10,0.07499983292356104
3,24,1,4.5498967787827027e-10
3,24,2,0.0
3,24,3,1.2580923282323742e-10
3,24,4,0.0
3,24,5,8.542268697953048e-10
3,24,6,3.908304652133765e-10
3,24,7,0.0
3,24,8,0.0
3,24,9,1.5860672220036065e-9
3,24,10,1.1410707795311836e-9
4,1,1,0.06554828174582392
4,1,2,0.08241278471524757
4,1,3,0.07253786277879475
4,1,4,0.06966237277689928
4,1,5,0.07540056490996334
4,1,6,0.06991718505272776
4,1,7,0.06508576250548112
4,1,8,0.041017896209491894
4,1,9,0.07586394808202013
4,1,10,0.07215905050734354
4,2,1,0.04859649143797295
4,2,2,0.08237154415587965
4,2,3,0.06198919403518434
4,2,4,0.05682474769237797
4,2,5,0.06829909928737427
4,2,6,0.0573345039992947
4,2,7,0.047671652932576275
4,2,8,0.08095686334510523
4,2,9,0.06922788195215696
4,2,10,0.06181801458684326
4,3,1,0.03164456940362075
4,3,2,0.08235658323819389
4,3,3,0.05143998459458124
4,3,4,0.043987017818646786
4,3,5,0.05442486904185323
4,3,6,0.039606948720753925
4,3,7,0.030257530830478413
4,3,8,0.03681461599046694
4,3,9,0.07586399000242838
4,3,10,0.05147796822997563
4,4,1,0.021097732662950962
4,4,2,0.08235329030963688
4,4,3,0.04089105670657034
4,4,4,0.031149245654614348
4,4,5,0.04055011760605214
4,4,6,0.02020431066913232
4,4,7,0.012842843132660358
4,4,8,0.07828456118786997
4,4,9,0.08249999858218754
4,4,10,0.04113786920762068
4,5,1,0.010551157003580532
4,5,2,0.08236081762590189
4,5,3,0.030340987127883197
4,5,4,0.018311073998559427
4,5,5,0.02667637058300751
4,5,6,0.0008019093844922923
4,5,7,1.7553794406744897e-9
4,5,8,0.06667692367310162
4,5,9,0.08249999924008011
4,5,10,0.030796190564813395
4,6,1,4.928811883797893e-6
4,6,2,0.08238244928736575
4,6,3,0.019831150531626904
4,6,4,0.007828806572133197
4,6,5,0.012802619745520162
4,6,6,6.439651929884879e-9
4,6,7,3.1798148162354042e-9
4,6,8,0.060669022935459976
4,6,9,0.07140269787304919
4,6,10,0.025033985970678962
4,7,1,3.74240614129967e-7
4,7,2,0.08241845886708178
4,7,3,0.009915740189128443
4,7,4,0.00011771539768547469
4,7,5,2.315342254204675e-9
4,7,6,2.863869371409731e-8
4,7,7,4.221107625787625e-5
4,7,8,0.08249999996076883
4,7,9,0.060305466528583825
4,7,10,0.027118580796424183
4,8,1,2.652159056909417e-9
4,8,2,0.08249999983337898
4,8,3,1.7961396131052103e-9
4,8,4,2.743986328959853e-9
4,8,5,9.995212001863738e-10
4,8,6,1.7389527404869659e-9
4,8,7,4.030041301402951e-5
4,8,8,8.39478998850097e-11
4,8,9,0.04920985472975248
4,8,10,0.040562612419982144
4,9,1,2.7388792271739994e-10
4,9,2,7.249514196623387e-10
4,9,3,3.167904078581757e-10
4,9,4,3.079904525129701e-10
4,9,5,2.893919253279978e-10
4,9,6,7.691681533100999e-10
4,9,7,7.824637134786031e-10
4,9,8,5.817647187449131e-10
4,9,9,1.3113529650374617e-10
4,9,10,0.06600329100508782
4,10,1,1.449622732524451e-9
4,10,2,3.1051615764057503e-10
4,10,3,4.293140293238499e-5
4,10,4,0.024369895911733677
4,10,5,2.328800442580101e-9
4,10,6,5.49881935810265e-10
4,10,7,0.0011058816043051146
4,10,8,0.0824999952429175
4,10,9,4.2933890105953324e-5
4,10,10,0.066973387407971
4,11,1,9.462102673014722e-9
4,11,2,0.03472655988496033
4,11,3,9.140453894999226e-10
4,11,4,0.048741318301053424
4,11,5,0.023368873186267493
4,11,6,7.156653431307645e-10
4,11,7,0.010279097530184836
4,11,8,0.08249999984385122
4,11,9,1.148795005508893e-9
4,11,10,1.5668755247117334e-8
4,12,1,0.027490992095885847
4,12,2,0.0382622957656984
4,12,3,0.029363635273305922
4,12,4,0.08249999842304771
4,12,5,0.08249999926167051
4,12,6,0.0753960389039916
4,12,7,0.04638956498973759
4,12,8,6.981616176961275e-10
4,12,9,0.02935149119560962
4,12,10,0.04125046851794561
4,13,1,0.05498197469007911
4,13,2,1.93337670538933e-9
4,13,3,0.05872725151803409
4,13,4,1.9940722538639983e-9
4,13,5,9.951537852530863e-10
4,13,6,0.032503065600868186
4,13,7,0.08249999913735966
4,13,8,3.52170113414847e-10
4,13,9,0.05870296106966073
4,13,10,0.08249998939940639
4,14,1,0.08249999957925701
4,14,2,4.01400494358153e-5
4,14,3,0.0824999992565306
4,14,4,0.06208229029364567
4,14,5,0.08249999951751687
4,14,6,0.08249999906138096
4,14,7,0.08247326072267144
4,14,8,1.0760088886683458e-10
4,14,9,0.08249999962760467
4,14,10,2.4809797618856845e-7
4,15,1,0.08245864327168352
4,15,2,3.9148013408743386e-5
4,15,3,0.08249999773309274
4,15,4,0.0824999997298032
4,15,5,0.08249999950089477
4,15,6,0.08249999776890019
4,15,7,0.08249999282256745
4,15,8,3.940679356282263e-9
4,15,9,0.08249999966870827
4,15,10,2.755545734171493e-5
4,16,1,0.08249999992302919
4,16,2,1.1334666798649076e-10
4,16,3,0.08245066666800954
4,16,4,0.0824999998338173
4,16,5,0.08245434890732134
4,16,6,0.0824518187931792
4,16,7,0.07659962564980105
4,16,8,0.027500581805019277
4,16,9,0.07769239782702737
4,16,10,1.713878873412589e-10
4,17,1,0.08249999985597749
4,17,2,0.007048179699479456
4,17,3,0.08245767953065582
4,17,4,0.08247079070501202
4,17,5,0.08246025183551868
